           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000    0.000000   -1.570796   -0.978829    0.000000    -6472.707038     3307.665936    0.000000   -0.000000    0.036734    4.287250
    0.009804    0.042020   -1.529647   -0.979298    0.023770    -6472.785960     3305.687108    0.005549    0.000002    0.036734    4.287250
    0.019608    0.083969   -1.488469   -0.980077    0.028281    -6473.040393     3303.750274    0.022188    0.000038    0.036734    4.287250
    0.029412    0.125775   -1.447257   -0.980926    0.030267    -6473.495629     3301.846863    0.049888    0.000194    0.036734    4.287250
    0.039216    0.167368   -1.406008   -0.981827    0.032056    -6474.180320     3299.968303    0.088602    0.000609    0.036734    4.287250
    0.049020    0.208677   -1.364720   -0.982787    0.034092    -6475.128487     3298.105992    0.138265    0.001481    0.036734    4.287250
    0.058824    0.249630   -1.323390   -0.983821    0.036527    -6476.381085     3296.251266    0.198792    0.003052    0.036734    4.287250
    0.068627    0.290157   -1.282015   -0.984947    0.039466    -6477.987763     3294.395349    0.270079    0.005615    0.036734    4.287250
    0.078431    0.330189   -1.240590   -0.986184    0.043012    -6480.009040     3292.529301    0.352005    0.009501    0.036734    4.287250
    0.088235    0.369656   -1.199111   -0.987558    0.047291    -6482.519057     3290.643940    0.444431    0.015079    0.036734    4.287250
    0.098039    0.408490   -1.157570   -0.989098    0.052452    -6485.609133     3288.729764    0.547198    0.022744    0.036734    4.287250
    0.107843    0.446622   -1.115961   -0.990841    0.058689    -6489.392385     3286.776849    0.660129    0.032918    0.036734    4.287250
    0.117647    0.483985   -1.074273   -0.992831    0.066245    -6494.009809     3284.774739    0.783030    0.046034    0.036734    4.287250
    0.127451    0.520512   -1.032495   -0.995123    0.075437    -6499.638342     3282.712327    0.915690    0.062535    0.036734    4.287250
    0.137255    0.556139   -0.990614   -0.997787    0.086676    -6506.501647     3280.577711    1.057879    0.082863    0.036734    4.287250
