           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000   -0.000000   -1.570796    2.198193    0.000000       47.169130       -3.795204    0.000000    0.000000    0.166776    6.387732
    0.002488    0.015887   -1.605709    2.195116    0.520005       47.189683       -4.336372    0.000793   -0.000000    0.166776    6.387732
    0.004975    0.031754   -1.640523    2.185669    1.065368       47.253251       -4.870916    0.003172   -0.000002    0.166776    6.387732
    0.007463    0.047583   -1.675134    2.169524    1.635968       47.361844       -5.399096    0.007132   -0.000009    0.166776    6.387732
    0.009950    0.063355   -1.709433    2.146355    2.231542       47.517080       -5.921172    0.012671   -0.000028    0.166776    6.387732
    0.012438    0.079052   -1.743305    2.115833    2.851670       47.720356       -6.437399    0.019781   -0.000068    0.166776    6.387732
    0.014925    0.094657   -1.776633    2.077636    3.495762       47.972882       -6.948029    0.028453   -0.000139    0.166776    6.387732
    0.017413    0.110156   -1.809290    2.031445    4.163049       48.275686       -7.453309    0.038678   -0.000255    0.166776    6.387732
    0.019900    0.125533   -1.841147    1.976951    4.852563       48.629612       -7.953476    0.050445   -0.000430    0.166776    6.387732
    0.022388    0.140778   -1.872071    1.913858    5.563126       49.035311       -8.448763    0.063740   -0.000681    0.166776    6.387732
    0.024876    0.155879   -1.901922    1.841886    6.293338       49.493233       -8.939391    0.078550   -0.001023    0.166776    6.387732
    0.027363    0.170829   -1.930558    1.760772    7.041553       50.003607       -9.425571    0.094860   -0.001475    0.166776    6.387732
    0.029851    0.185623   -1.957830    1.670281    7.805866       50.566439       -9.907502    0.112656   -0.002055    0.166776    6.387732
    0.032338    0.200258   -1.983588    1.570208    8.584092       51.181495      -10.385371    0.131920   -0.002780    0.166776    6.387732
    0.034826    0.214734   -2.007679    1.460381    9.373748       51.848289      -10.859352    0.152637   -0.003667    0.166776    6.387732
    0.037313    0.229054   -2.029946    1.340672   10.172027       52.566075      -11.329605    0.174792   -0.004733    0.166776    6.387732
    0.039801    0.243224   -2.050232    1.210999   10.975776       53.333834      -11.796274    0.198369   -0.005993    0.166776    6.387732
    0.042289    0.257254   -2.068378    1.071337   11.781472       54.150261      -12.259488    0.223354   -0.007462    0.166776    6.387732
    0.044776    0.271155   -2.084226    0.921721   12.585194       55.013752      -12.719361    0.249733   -0.009151    0.166776    6.387732
    0.047264    0.284942   -2.097618    0.762256   13.382600       55.922388      -13.175987    0.277494   -0.011070    0.166776    6.387732
    0.049751    0.298632   -2.108399    0.593127   14.168904       56.873917      -13.629444    0.306627   -0.013228    0.166776    6.387732
    0.052239    0.312246   -2.116418    0.414599   14.938849       57.865727      -14.079792    0.337122   -0.015631    0.166776    6.387732
    0.054726    0.325805   -2.121527    0.227033   15.686701       58.894817      -14.527068    0.368973   -0.018280    0.166776    6.387732
    0.057214    0.339335   -2.123588    0.030886   16.406234       59.957760      -14.971292    0.402177   -0.021176    0.166776    6.387732
    0.059701    0.352861   -2.122466   -0.173280   17.090738       61.050653      -15.412456    0.436731   -0.024315    0.166776    6.387732
    0.062189    0.366409   -2.118042   -0.384793   17.733038       62.169065      -15.850530    0.472636   -0.027688    0.166776    6.387732
    0.064677    0.380009   -2.110203   -0.602869   18.325533       63.307959      -16.285453    0.509897   -0.031285    0.166776    6.387732
    0.067164    0.393686   -2.098853   -0.826612   18.860259       64.461620      -16.717135    0.548518   -0.035087    0.166776    6.387732
    0.069652    0.407468   -2.083909   -1.055009   19.328976       65.623547      -17.145447    0.588511   -0.039073    0.166776    6.387732
