           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000    0.000000   -1.570796   -1.383173    0.000000        7.256866       -3.551840    0.000000    0.000000    0.205878    6.825039
    0.002488    0.016976   -1.547314   -1.383034   -0.021805        7.256865       -3.551891    0.000905    0.000000    0.205878    6.825039
    0.004975    0.033943   -1.523836   -1.382618   -0.043600        7.256860       -3.551941    0.003621    0.000001    0.205878    6.825039
    0.007463    0.050891   -1.500368   -1.381924   -0.065376        7.256853       -3.551991    0.008146    0.000007    0.205878    6.825039
    0.009950    0.067811   -1.476914   -1.380953   -0.087122        7.256842       -3.552040    0.014478    0.000023    0.205878    6.825039
    0.012438    0.084694   -1.453479   -1.379704   -0.108826        7.256828       -3.552088    0.022613    0.000056    0.205878    6.825039
    0.014925    0.101530   -1.430067   -1.378179   -0.130478        7.256811       -3.552135    0.032546    0.000116    0.205878    6.825039
    0.017413    0.118311   -1.406684   -1.376378   -0.152067        7.256790       -3.552182    0.044272    0.000215    0.205878    6.825039
    0.019900    0.135026   -1.383333   -1.374300   -0.173584        7.256765       -3.552228    0.057785    0.000365    0.205878    6.825039
    0.022388    0.151668   -1.360020   -1.371948   -0.195016        7.256736       -3.552274    0.073077    0.000582    0.205878    6.825039
    0.024876    0.168227   -1.336750   -1.369321   -0.216354        7.256703       -3.552319    0.090140    0.000884    0.205878    6.825039
    0.027363    0.184695   -1.313526   -1.366421   -0.237587        7.256666       -3.552363    0.108964    0.001289    0.205878    6.825039
    0.029851    0.201062   -1.290354   -1.363248   -0.258705        7.256624       -3.552407    0.129541    0.001817    0.205878    6.825039
    0.032338    0.217321   -1.267238   -1.359803   -0.279696        7.256578       -3.552450    0.151857    0.002490    0.205878    6.825039
    0.034826    0.233462   -1.244183   -1.356086   -0.300551        7.256527       -3.552493    0.175901    0.003331    0.205878    6.825039
    0.037313    0.249478   -1.221193   -1.352101   -0.321259        7.256471       -3.552535    0.201661    0.004364    0.205878    6.825039
    0.039801    0.265361   -1.198273   -1.347846   -0.341810        7.256410       -3.552577    0.229122    0.005614    0.205878    6.825039
    0.042289    0.281102   -1.175428   -1.343325   -0.362193        7.256343       -3.552618    0.258270    0.007106    0.205878    6.825039
    0.044776    0.296694   -1.152662   -1.338537   -0.382398        7.256271       -3.552658    0.289090    0.008869    0.205878    6.825039
    0.047264    0.312130   -1.129979   -1.333485   -0.402415        7.256193       -3.552698    0.321564    0.010929    0.205878    6.825039
    0.049751    0.327401   -1.107384   -1.328170   -0.422234        7.256109       -3.552738    0.355676    0.013313    0.205878    6.825039
    0.052239    0.342502   -1.084882   -1.322594   -0.441845        7.256019       -3.552776    0.391409    0.016049    0.205878    6.825039
    0.054726    0.357424   -1.062476   -1.316758   -0.461238        7.255922       -3.552815    0.428742    0.019166    0.205878    6.825039
    0.057214    0.372162   -1.040172   -1.310664   -0.480402        7.255818       -3.552852    0.467658    0.022691    0.205878    6.825039
    0.059701    0.386708   -1.017974   -1.304314   -0.499329        7.255708       -3.552890    0.508135    0.026652    0.205878    6.825039
    0.062189    0.401057   -0.995885   -1.297710   -0.518008        7.255590       -3.552926    0.550154    0.031077    0.205878    6.825039
    0.064677    0.415203   -0.973911   -1.290854   -0.536429        7.255464       -3.552962    0.593693    0.035991    0.205878    6.825039
    0.067164    0.429140   -0.952055   -1.283748   -0.554583        7.255331       -3.552997    0.638730    0.041422    0.205878    6.825039
    0.069652    0.442862   -0.930322   -1.276395   -0.572461        7.255190       -3.553031    0.685242    0.047394    0.205878    6.825039
    0.072139    0.456364   -0.908716   -1.268796   -0.590053        7.255041       -3.553065    0.733206    0.053932    0.205878    6.825039
    0.074627    0.469641   -0.887241   -1.260954   -0.607350        7.254883       -3.553098    0.782598    0.061060    0.205878    6.825039
    0.077114    0.482689   -0.865901   -1.252872   -0.624343        7.254717       -3.553130    0.833395    0.068799    0.205878    6.825039
    0.079602    0.495503   -0.844700   -1.244551   -0.641023        7.254542       -3.553161    0.885571    0.077170    0.205878    6.825039
