           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000   -0.000000   -1.570796   -1.348145    0.000000       27.440038       -8.774176    0.000000   -0.000000    0.238053    5.553783
    0.009804    0.054400   -1.497355   -1.350140    0.095464       27.426077       -8.917026    0.009310    0.000009    0.238053    5.553783
    0.019608    0.108506   -1.423705   -1.355668    0.174568       27.381347       -9.052548    0.037188    0.000148    0.238053    5.553783
    0.029412    0.162023   -1.349675   -1.363976    0.235278       27.301626       -9.181159    0.083485    0.000744    0.238053    5.553783
    0.039216    0.214653   -1.275136   -1.374229    0.275582       27.182144       -9.303113    0.147947    0.002325    0.238053    5.553783
    0.049020    0.266095   -1.200006   -1.385502    0.293552       27.017472       -9.418461    0.230220    0.005597    0.238053    5.553783
    0.058824    0.316049   -1.124258   -1.396782    0.287398       26.801582       -9.527005    0.329846    0.011403    0.238053    5.553783
    0.068627    0.364216   -1.047919   -1.406975    0.255541       26.528055       -9.628244    0.446265    0.020676    0.238053    5.553783
    0.078431    0.410300   -0.971082   -1.414913    0.196692       26.190479       -9.721320    0.578814    0.034389    0.238053    5.553783
    0.088235    0.454018   -0.893902   -1.419358    0.109967       25.783100       -9.804960    0.726732    0.053487    0.238053    5.553783
    0.098039    0.495102   -0.816604   -1.419023   -0.004974       25.301792       -9.877431    0.889164    0.078826    0.238053    5.553783
    0.107843    0.533309   -0.739484   -1.412593   -0.147733       24.745363       -9.936508    1.065165    0.111111    0.238053    5.553783
    0.117647    0.568424   -0.662910   -1.398754   -0.316944       24.117135       -9.979490    1.253714    0.150843    0.238053    5.553783
    0.127451    0.600275   -0.587321   -1.376244   -0.509997       23.426571      -10.003289    1.453723    0.198280    0.238053    5.553783
    0.137255    0.628734   -0.513219   -1.343914   -0.722753       22.690499      -10.004608    1.664050    0.253411    0.238053    5.553783
    0.147059    0.653727   -0.441167   -1.300802   -0.949312       21.933289       -9.980250    1.883523    0.315961    0.238053    5.553783
    0.156863    0.675238   -0.371773   -1.246228   -1.181925       21.185280       -9.927533    2.110949    0.385405    0.238053    5.553783
    0.166667    0.693311   -0.305670   -1.179889   -1.411143       20.479064       -9.844791    2.345145    0.461017    0.238053    5.553783
    0.176471    0.708054   -0.243497   -1.101941   -1.626303       19.843976       -9.731840    2.584950    0.541918    0.238053    5.553783
    0.186275    0.719631   -0.185869   -1.013071   -1.816350       19.300087       -9.590298    2.829251    0.627144    0.238053    5.553783
    0.196078    0.728259   -0.133352   -0.914504   -1.970903       18.853703       -9.423628    3.077002    0.715710    0.238053    5.553783
    0.205882    0.734204   -0.086427   -0.807978   -2.081352       18.496117       -9.236853    3.327238    0.806672    0.238053    5.553783
    0.215686    0.737764   -0.045470   -0.695660   -2.141742       18.206157       -9.035984    3.579090    0.899171    0.238053    5.553783
    0.225490    0.739265   -0.010731   -0.580028   -2.149260       17.955530       -8.827302    3.831799    0.992465    0.238053    5.553783
    0.235294    0.739047    0.017681   -0.463730   -2.104256       17.714934       -8.616668    4.084718    1.085951    0.238053    5.553783
    0.245098    0.737454    0.039805   -0.349451   -2.009877       17.459049       -8.409004    4.337317    1.179163    0.238053    5.553783
    0.254902    0.734825    0.055820   -0.239792   -1.871474       17.169358       -8.208013    4.589184    1.271767    0.238053    5.553783
    0.264706    0.731484    0.066045   -0.137165   -1.695949       16.834809       -8.016119    4.840021    1.363551    0.238053    5.553783
    0.274510    0.727735    0.070923   -0.043715   -1.491154       16.450967       -7.834574    5.089637    1.454399    0.238053    5.553783
    0.284314    0.723854    0.071005    0.038748   -1.265412       16.018447       -7.663657    5.337940    1.544278    0.238053    5.553783
    0.294118    0.720085    0.066929    0.108803   -1.027138       15.541238       -7.502903    5.584928    1.633221    0.238053    5.553783
    0.303922    0.716634    0.059400    0.165462   -0.784560       15.025301       -7.351312    5.830676    1.721307    0.238053    5.553783
    0.313725    0.713669    0.049164    0.208204   -0.545477       14.477533       -7.207533    6.075322    1.808651    0.238053    5.553783
    0.323529    0.711317    0.036981    0.236986   -0.317044       13.905099       -7.070002    6.319056    1.895392    0.238053    5.553783
    0.333333    0.709665    0.023602    0.252245   -0.105579       13.315054       -6.937049    6.562103    1.981686    0.238053    5.553783
    0.343137    0.708756    0.009742    0.254863    0.083611       12.714173       -6.806964    6.804711    2.067695    0.238053    5.553783
    0.352941    0.708601   -0.003945    0.246117    0.246372       12.108897       -6.678054    7.047137    2.153588    0.238053    5.553783
    0.362745    0.709172   -0.016882    0.227605    0.379788       11.505361       -6.548678    7.289636    2.239528    0.238053    5.553783
    0.372549    0.710416   -0.028587    0.201151    0.482209       10.909436       -6.417271    7.532447    2.325671    0.238053    5.553783
    0.382353    0.712255   -0.038679    0.168711    0.553218       10.326772       -6.282371    7.775788    2.412164    0.238053    5.553783
    0.392157    0.714593   -0.046887    0.132275    0.593548        9.762810       -6.142640    8.019847    2.499138    0.238053    5.553783
    0.401961    0.717322   -0.053046    0.093773    0.604953        9.222750       -5.996891    8.264775    2.586704    0.238053    5.553783
    0.411765    0.720329   -0.057094    0.055008    0.590060        8.711466       -5.844109    8.510688    2.674951    0.238053    5.553783
    0.421569    0.723498   -0.059060    0.017585    0.552193        8.233362       -5.683479    8.757660    2.763945    0.238053    5.553783
    0.431373    0.726721   -0.059058   -0.017125    0.495204        7.792181       -5.514416    9.005729    2.853726    0.238053    5.553783
    0.441176    0.729893   -0.057265   -0.048017    0.423288        7.390785       -5.336581    9.254894    2.944307    0.238053    5.553783
    0.450980    0.732925   -0.053913   -0.074261    0.340813        7.030922       -5.149901    9.505123    3.035677    0.238053    5.553783
    0.460784    0.735738   -0.049273   -0.095306    0.252141        6.713032       -4.954571    9.756355    3.127800    0.238053    5.553783
    0.470588    0.738270   -0.043635   -0.110868    0.161468        6.436124       -4.751048   10.008501    3.220620    0.238053    5.553783
    0.480392    0.740476   -0.037300   -0.120910    0.072675        6.197742       -4.540032   10.261460    3.314062    0.238053    5.553783
    0.490196    0.742324   -0.030565   -0.125615   -0.010802        5.994060       -4.322424   10.515112    3.408040    0.238053    5.553783
    0.500000    0.743801   -0.023711   -0.125360   -0.086068        5.820098       -4.099280   10.769334    3.502461    0.238053    5.553783
    0.509804    0.744908   -0.016994   -0.120672   -0.150839        5.670030       -3.871755   11.023997    3.597225    0.238053    5.553783
    0.519608    0.745659   -0.010638   -0.112201   -0.203470        5.537567       -3.641041   11.278978    3.692236    0.238053    5.553783
    0.529412    0.746077   -0.004831   -0.100678   -0.242943        5.416352       -3.408304   11.534157    3.787401    0.238053    5.553783
    0.539216    0.746197    0.000284   -0.086884   -0.268834        5.300336       -3.174636   11.789428    3.882637    0.238053    5.553783
    0.549020    0.746060    0.004604   -0.071616   -0.281240        5.184089       -2.941010   12.044694    3.977870    0.238053    5.553783
    0.558824    0.745711    0.008070   -0.055663   -0.280696        5.063019       -2.708247   12.299876    4.073038    0.238053    5.553783
    0.568627    0.745197    0.010667   -0.039778   -0.268075        4.933506       -2.476999   12.554909    4.168093    0.238053    5.553783
    0.578431    0.744565    0.012416   -0.024665   -0.244488        4.792939       -2.247746   12.809745    4.262999    0.238053    5.553783
    0.588235    0.743860    0.013378   -0.010961   -0.211185        4.639672       -2.020799   13.064350    4.357732    0.238053    5.553783
    0.598039    0.743121    0.013646    0.000768   -0.169472        4.472926       -1.796317   13.318708    4.452280    0.238053    5.553783
    0.607843    0.742384    0.013339    0.010037   -0.120628        4.292652       -1.574327   13.572812    4.546639    0.238053    5.553783
    0.617647    0.741676    0.012605    0.016436   -0.065842        4.099366       -1.354752   13.826669    4.640815    0.238053    5.553783
    0.627451    0.741016    0.011608    0.019634   -0.006168        3.893972       -1.137441   14.080291    4.734819    0.238053    5.553783
    0.637255    0.740414    0.010530    0.019367    0.057512        3.677585       -0.922200   14.333697    4.828663    0.238053    5.553783
    0.647059    0.739868    0.009565    0.015435    0.124508        3.451350       -0.708825   14.586906    4.922363    0.238053    5.553783
    0.656863    0.739366    0.008918    0.007691    0.194329        3.216268       -0.497135   14.839937    5.015932    0.238053    5.553783
    0.666667    0.738887    0.008799   -0.003969    0.266678        2.973016       -0.287010   15.092801    5.109377    0.238053    5.553783
    0.676471    0.738395    0.009423   -0.019620    0.341429        2.721781       -0.078424   15.345500    5.202701    0.238053    5.553783
    0.686275    0.737843    0.011009   -0.039310    0.418601        2.462087        0.128525   15.598022    5.295893    0.238053    5.553783
    0.696078    0.737174    0.013778   -0.063077    0.498312        2.192639        0.333571   15.850337    5.388929    0.238053    5.553783
    0.705882    0.736317    0.017952   -0.090952    0.580728        1.911189        0.536260   16.102394    5.481771    0.238053    5.553783
    0.715686    0.735190    0.023757   -0.122963    0.666003        1.614444        0.735914   16.354113    5.574356    0.238053    5.553783
    0.725490    0.733697    0.031418   -0.159135    0.754203        1.298037        0.931613   16.605387    5.666599    0.238053    5.553783
    0.735294    0.731731    0.041162   -0.199490    0.845241        0.956595        1.122187   16.856073    5.758385    0.238053    5.553783
    0.745098    0.729174    0.053218   -0.244040    0.938800        0.583943        1.306219   17.105988    5.849566    0.238053    5.553783
    0.754902    0.725893    0.067814   -0.292775    1.034268        0.173459        1.482066   17.354909    5.939958    0.238053    5.553783
    0.764706    0.721745    0.085176   -0.345652    1.130692       -0.281389        1.647910   17.602563    6.029335    0.238053    5.553783
    0.774510    0.716575    0.105528   -0.402582    1.226749       -0.786351        1.801824   17.848628    6.117426    0.238053    5.553783
    0.784314    0.710218    0.129087   -0.463409    1.320756       -1.345591        1.941864   18.092726    6.203911    0.238053    5.553783
    0.794118    0.702497    0.156059   -0.527905    1.410711       -1.960862        2.066180   18.334421    6.288423    0.238053    5.553783
    0.803922    0.693230    0.186635   -0.595750    1.494379       -2.630791        2.173137   18.573215    6.370546    0.238053    5.553783
    0.813725    0.682227    0.220988   -0.666535    1.569402       -3.350415        2.261425   18.808547    6.449815    0.238053    5.553783
    0.823529    0.669296    0.259264   -0.739754    1.633443       -4.111090        2.330157   19.039791    6.525731    0.238053    5.553783
    0.833333    0.654246    0.301579   -0.814820    1.684329       -4.900850        2.378935   19.266254    6.597766    0.238053    5.553783
    0.843137    0.636889    0.348017   -0.891071    1.720178       -5.705187        2.407866   19.487179    6.665380    0.238053    5.553783
    0.852941    0.617051    0.398623   -0.967790    1.739507       -6.508167        2.417544   19.701746    6.728045    0.238053    5.553783
    0.862745    0.594571    0.453402   -1.044231    1.741285       -7.293691        2.408980   19.909079    6.785273    0.238053    5.553783
    0.872549    0.569309    0.512319   -1.119636    1.724945       -8.046723        2.383508   20.108249    6.836642    0.238053    5.553783
    0.882353    0.541158    0.575296   -1.193257    1.690347       -8.754288        2.342670   20.298285    6.881834    0.238053    5.553783
    0.892157    0.510042    0.642216   -1.264370    1.637703       -9.406146        2.288094   20.478184    6.920668    0.238053    5.553783
    0.901961    0.475928    0.712925   -1.332291    1.567487       -9.995093        2.221388   20.646926    6.953125    0.238053    5.553783
