           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000   -0.000000   -1.570796   -1.156355    0.000000        3.569705       -2.213012    0.000000   -0.000000    0.017141    4.521582
    0.009804    0.044310   -1.519544   -1.155785   -0.034315        3.569695       -2.213229    0.006172    0.000004    0.017141    4.521582
    0.019608    0.088503   -1.468343   -1.154073   -0.068579        3.569660       -2.213442    0.024672    0.000056    0.017141    4.521582
    0.029412    0.132465   -1.417243   -1.151222   -0.102724        3.569598       -2.213652    0.055452    0.000282    0.017141    4.521582
    0.039216    0.176081   -1.366294   -1.147234   -0.136687        3.569505       -2.213859    0.098431    0.000884    0.017141    4.521582
    0.049020    0.219239   -1.315548   -1.142111   -0.170399        3.569375       -2.214064    0.153497    0.002139    0.017141    4.521582
    0.058824    0.261831   -1.265053   -1.135859   -0.203798        3.569204       -2.214270    0.220507    0.004388    0.017141    4.521582
    0.068627    0.303752   -1.214861   -1.128483   -0.236817        3.568983       -2.214476    0.299290    0.008026    0.017141    4.521582
    0.078431    0.344900   -1.165020   -1.119989   -0.269394        3.568705       -2.214684    0.389643    0.013495    0.017141    4.521582
    0.088235    0.385180   -1.115581   -1.110386   -0.301465        3.568358       -2.214896    0.491338    0.021266    0.017141    4.521582
    0.098039    0.424501   -1.066591   -1.099683   -0.332969        3.567932       -2.215112    0.604121    0.031829    0.017141    4.521582
    0.107843    0.462778   -1.018100   -1.087889   -0.363845        3.567409       -2.215334    0.727713    0.045679    0.017141    4.521582
    0.117647    0.499934   -0.970157   -1.075016   -0.394034        3.566771       -2.215563    0.861811    0.063305    0.017141    4.521582
    0.127451    0.535896   -0.922807   -1.061075   -0.423479        3.565995       -2.215801    1.006094    0.085174    0.017141    4.521582
    0.137255    0.570601   -0.876099   -1.046080   -0.452124        3.565050       -2.216048    1.160219    0.111724    0.017141    4.521582
    0.147059    0.603990   -0.830079   -1.030045   -0.479918        3.563900       -2.216308    1.323829    0.143350    0.017141    4.521582
    0.156863    0.636014   -0.784792   -1.012985   -0.506809        3.562500       -2.216581    1.496550    0.180397    0.017141    4.521582
    0.166667    0.666630   -0.740284   -0.994916   -0.532752        3.560789       -2.216870    1.677995    0.223153    0.017141    4.521582
    0.176471    0.695804   -0.696599   -0.975855   -0.557705        3.558694       -2.217177    1.867768    0.271843    0.017141    4.521582
    0.186275    0.723507   -0.653780   -0.955819   -0.581631        3.556118       -2.217505    2.065461    0.326627    0.017141    4.521582
    0.196078    0.749720   -0.611871   -0.934827   -0.604500        3.552939       -2.217857    2.270664    0.387597    0.017141    4.521582
    0.205882    0.774429   -0.570914   -0.912896   -0.626288        3.548996       -2.218235    2.482959    0.454777    0.017141    4.521582
    0.215686    0.797630   -0.530949   -0.890047   -0.646983        3.544080       -2.218644    2.701926    0.528125    0.017141    4.521582
    0.225490    0.819323   -0.492017   -0.866295   -0.666584        3.537914       -2.219088    2.927145    0.607540    0.017141    4.521582
    0.235294    0.839516   -0.454158   -0.841661   -0.685105        3.530133       -2.219570    3.158197    0.692858    0.017141    4.521582
    0.245098    0.858224   -0.417410   -0.816158   -0.702583        3.520251       -2.220096    3.394666    0.783865    0.017141    4.521582
    0.254902    0.875466   -0.381811   -0.789803   -0.719077        3.507617       -2.220670    3.636141    0.880300    0.017141    4.521582
    0.264706    0.891268   -0.347399   -0.762604   -0.734686        3.491357       -2.221297    3.882217    0.981862    0.017141    4.521582
    0.274510    0.905661   -0.314212   -0.734569   -0.749549        3.470302       -2.221982    4.132497    1.088218    0.017141    4.521582
    0.284314    0.918682   -0.282286   -0.705695   -0.763868        3.442889       -2.222725    4.386595    1.199009    0.017141    4.521582
    0.294118    0.930371   -0.251659   -0.675973   -0.777925        3.407065       -2.223526    4.644132    1.313858    0.017141    4.521582
    0.303922    0.940775   -0.222368   -0.645376   -0.792102        3.360203       -2.224374    4.904746    1.432376    0.017141    4.521582
    0.313725    0.949941   -0.194454   -0.613863   -0.806906        3.299123       -2.225249    5.168083    1.554171    0.017141    4.521582
    0.323529    0.957925   -0.167958   -0.581367   -0.822988        3.220394       -2.226107    5.433808    1.678851    0.017141    4.521582
    0.333333    0.964782   -0.142927   -0.547790   -0.841131        3.121294       -2.226872    5.701598    1.806032    0.017141    4.521582
    0.343137    0.970574   -0.119410   -0.513003   -0.862173        3.002056       -2.227415    5.971148    1.935342    0.017141    4.521582
    0.352941    0.975366   -0.097465   -0.476842   -0.886783        2.870215       -2.227537    6.242171    2.066426    0.017141    4.521582
    0.362745    0.979225   -0.077157   -0.439132   -0.914995        2.747247       -2.226957    6.514397    2.198952    0.017141    4.521582
    0.372549    0.982224   -0.058558   -0.399724   -0.945432        2.674956       -2.225330    6.787576    2.332609    0.017141    4.521582
    0.382353    0.984440   -0.041744   -0.358587   -0.974402        2.713557       -2.222326    7.061479    2.467117    0.017141    4.521582
    0.392157    0.985951   -0.026789   -0.315919   -0.995476        2.920493       -2.217776    7.335900    2.602224    0.017141    4.521582
    0.401961    0.986843   -0.013750   -0.272253   -1.000463        3.311740       -2.211831    7.610653    2.737710    0.017141    4.521582
    0.411765    0.987199   -0.002653   -0.228489   -0.981990        3.835208       -2.204989    7.885579    2.873389    0.017141    4.521582
    0.421569    0.987106    0.006523   -0.185792   -0.936315        4.389415       -2.197949    8.160538    3.009107    0.017141    4.521582
    0.431373    0.986648    0.013853   -0.145394   -0.864418        4.875814       -2.191351    8.435420    3.144740    0.017141    4.521582
    0.441176    0.985904    0.019464   -0.108409   -0.770870        5.238367       -2.185607    8.710132    3.280194    0.017141    4.521582
    0.450980    0.984945    0.023528   -0.075711   -0.661747        5.467212       -2.180874    8.984605    3.415401    0.017141    4.521582
    0.460784    0.983838    0.026249   -0.047910   -0.542925        5.580667       -2.177125    9.258789    3.550312    0.017141    4.521582
    0.470588    0.982635    0.027854   -0.025374   -0.419257        5.606462       -2.174243    9.532650    3.684899    0.017141    4.521582
    0.480392    0.981381    0.028579   -0.008279   -0.294417        5.570782       -2.172080    9.806169    3.819144    0.017141    4.521582
    0.490196    0.980111    0.028669    0.003347   -0.171059        5.494272       -2.170496   10.079335    3.953042    0.017141    4.521582
    0.500000    0.978846    0.028362    0.009582   -0.051060        5.391773       -2.169369   10.352147    4.086595    0.017141    4.521582
    0.509804    0.977599    0.027896    0.010586    0.064252        5.273419       -2.168605   10.624610    4.219806    0.017141    4.521582
    0.519608    0.976372    0.027498    0.006581    0.173936        5.145945       -2.168130   10.896728    4.352683    0.017141    4.521582
    0.529412    0.975157    0.027383   -0.002167    0.277319        5.013787       -2.167887   11.168507    4.485229    0.017141    4.521582
    0.539216    0.973937    0.027756   -0.015353    0.373918        4.879893       -2.167834   11.439947    4.617445    0.017141    4.521582
    0.549020    0.972687    0.028805   -0.032650    0.463400        4.746299       -2.167941   11.711043    4.749323    0.017141    4.521582
    0.558824    0.971371    0.030706   -0.053707    0.545548        4.614505       -2.168185   11.981783    4.880850    0.017141    4.521582
    0.568627    0.969950    0.033617   -0.078162    0.620245        4.485734       -2.168549   12.252143    5.011998    0.017141    4.521582
    0.578431    0.968374    0.037680   -0.105648    0.687467        4.361084       -2.169020   12.522087    5.142727    0.017141    4.521582
    0.588235    0.966591    0.043023   -0.135795    0.747273        4.241608       -2.169586   12.791564    5.272981    0.017141    4.521582
    0.598039    0.964541    0.049754   -0.168238    0.799807        4.128334       -2.170237   13.060509    5.402687    0.017141    4.521582
    0.607843    0.962160    0.057967   -0.202624    0.845286        4.022242       -2.170960   13.328838    5.531752    0.017141    4.521582
    0.617647    0.959381    0.067742   -0.238612    0.883996        3.924197       -2.171743   13.596450    5.660061    0.017141    4.521582
    0.627451    0.956135    0.079141   -0.275881    0.916278        3.834873       -2.172571   13.863225    5.787476    0.017141    4.521582
    0.637255    0.952348    0.092215   -0.314131    0.942519        3.754688       -2.173430   14.129022    5.913835    0.017141    4.521582
    0.647059    0.947946    0.107002   -0.353085    0.963130        3.683761       -2.174305   14.393681    6.038952    0.017141    4.521582
    0.656863    0.942854    0.123526   -0.392491    0.978531        3.621907       -2.175181   14.657019    6.162615    0.017141    4.521582
    0.666667    0.936997    0.141803   -0.432121    0.989140        3.568671       -2.176045   14.918834    6.284587    0.017141    4.521582
    0.676471    0.930299    0.161838   -0.471773    0.995354        3.523390       -2.176886   15.178902    6.404608    0.017141    4.521582
    0.686275    0.922687    0.183627   -0.511265    0.997542        3.485267       -2.177695   15.436979    6.522394    0.017141    4.521582
    0.696078    0.914086    0.207161   -0.550438    0.996042        3.453443       -2.178467   15.692800    6.637643    0.017141    4.521582
    0.705882    0.904428    0.232421   -0.589152    0.991156        3.427057       -2.179197   15.946080    6.750035    0.017141    4.521582
    0.715686    0.893643    0.259386   -0.627283    0.983149        3.405295       -2.179884   16.196514    6.859238    0.017141    4.521582
    0.725490    0.881667    0.288025   -0.664722    0.972256        3.387414       -2.180526   16.443780    6.964913    0.017141    4.521582
    0.735294    0.868439    0.318307   -0.701376    0.958682        3.372757       -2.181126   16.687537    7.066716    0.017141    4.521582
    0.745098    0.853903    0.350195   -0.737158    0.942608        3.360759       -2.181683   16.927429    7.164312    0.017141    4.521582
    0.754902    0.838006    0.383649   -0.771997    0.924191        3.350943       -2.182202   17.163084    7.257373    0.017141    4.521582
    0.764706    0.820703    0.418624   -0.805826    0.903573        3.342910       -2.182684   17.394116    7.345592    0.017141    4.521582
    0.774510    0.801954    0.455076   -0.838588    0.880880        3.336330       -2.183132   17.620128    7.428689    0.017141    4.521582
    0.784314    0.781725    0.492956   -0.870231    0.856228        3.330933       -2.183549   17.840713    7.506416    0.017141    4.521582
    0.794118    0.759990    0.532212   -0.900709    0.829723        3.326501       -2.183938   18.055454    7.578571    0.017141    4.521582
    0.803922    0.736731    0.572793   -0.929981    0.801465        3.322854       -2.184302   18.263930    7.644997    0.017141    4.521582
    0.813725    0.711937    0.614645   -0.958010    0.771548        3.319849       -2.184642   18.465713    7.705596    0.017141    4.521582
    0.823529    0.685605    0.657710   -0.984764    0.740063        3.317368       -2.184961   18.660377    7.760331    0.017141    4.521582
    0.833333    0.657743    0.701933   -1.010212    0.707097        3.315317       -2.185262   18.847492    7.809229    0.017141    4.521582
    0.843137    0.628365    0.747254   -1.034328    0.672736        3.313619       -2.185547   19.026637    7.852386    0.017141    4.521582
    0.852941    0.597498    0.793615   -1.057087    0.637063        3.312212       -2.185817   19.197390    7.889968    0.017141    4.521582
    0.862745    0.565174    0.840954   -1.078468    0.600160        3.311047       -2.186074   19.359342    7.922206    0.017141    4.521582
    0.872549    0.531439    0.889210   -1.098452    0.562111        3.310081       -2.186321   19.512094    7.949397    0.017141    4.521582
    0.882353    0.496344    0.938320   -1.117020    0.522997        3.309281       -2.186557   19.655258    7.971894    0.017141    4.521582
    0.892157    0.459952    0.988222   -1.134157    0.482898        3.308621       -2.186785   19.788465    7.990102    0.017141    4.521582
    0.901961    0.422335    1.038851   -1.149849    0.441897        3.308077       -2.187007   19.911364    8.004467    0.017141    4.521582
    0.911765    0.383572    1.090144   -1.164083    0.400073        3.307631       -2.187223   20.023624    8.015462    0.017141    4.521582
    0.921569    0.343753    1.142035   -1.176847    0.357509        3.307268       -2.187434   20.124938    8.023579    0.017141    4.521582
    0.931373    0.302972    1.194460   -1.188133    0.314284        3.306975       -2.187643   20.215025    8.029308    0.017141    4.521582
    0.941176    0.261335    1.247351   -1.197932    0.270479        3.306742       -2.187849   20.293631    8.033131    0.017141    4.521582
    0.950980    0.218949    1.300644   -1.206236    0.226176        3.306561       -2.188054   20.360534    8.035499    0.017141    4.521582
    0.960784    0.175931    1.354272   -1.213039    0.181455        3.306424       -2.188260   20.415540    8.036823    0.017141    4.521582
    0.970588    0.132401    1.408168   -1.218335    0.136396        3.306325       -2.188467   20.458490    8.037460    0.017141    4.521582
    0.980392    0.088484    1.462266   -1.222122    0.091081        3.306260       -2.188676   20.489259    8.037698    0.017141    4.521582
    0.990196    0.044307    1.516497   -1.224395    0.045588        3.306223       -2.188889   20.507757    8.037754    0.017141    4.521582
    1.000000   -0.000000    1.570796   -1.225153    0.000000        3.306212       -2.189107   20.513929    8.037757    0.017141    4.521582
