           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000    0.000000   -1.570796   -1.606482    0.000000       10.860175       -4.958785    0.000000    0.000000    0.000000    3.672959
    0.000500    0.001836   -1.567846   -1.606482   -0.004658       10.860175       -4.958785    0.000011    0.000000    0.000000    3.672959
    0.001000    0.003673   -1.564896   -1.606482   -0.009315       10.860175       -4.958785    0.000042    0.000000    0.000000    3.672959
    0.001500    0.005509   -1.561946   -1.606482   -0.013973       10.860175       -4.958785    0.000095    0.000000    0.000000    3.672959
    0.002000    0.007346   -1.558995   -1.606482   -0.018630       10.860175       -4.958785    0.000170    0.000000    0.000000    3.672959
    0.002500    0.009182   -1.556045   -1.606482   -0.023288       10.860175       -4.958785    0.000265    0.000000    0.000000    3.672959
    0.003000    0.011018   -1.553095   -1.606482   -0.027945       10.860175       -4.958785    0.000381    0.000000    0.000000    3.672959
    0.003500    0.012854   -1.550144   -1.606482   -0.032603       10.860175       -4.958785    0.000519    0.000000    0.000000    3.672959
    0.004000    0.014690   -1.547194   -1.606482   -0.037260       10.860175       -4.958785    0.000678    0.000000    0.000000    3.672959
    0.004500    0.016526   -1.544244   -1.606482   -0.041918       10.860175       -4.958785    0.000858    0.000000    0.000000    3.672959
    0.005000    0.018362   -1.541294   -1.606482   -0.046575       10.860175       -4.958785    0.001059    0.000000    0.000000    3.672959
    0.005500    0.020198   -1.538343   -1.606472   -0.051233       10.860175       -4.958785    0.001282    0.000000    0.000000    3.672959
    0.006000    0.022033   -1.535393   -1.606378   -0.055892       10.860175       -4.958785    0.001526    0.000000    0.000000    3.672959
    0.006500    0.023868   -1.532443   -1.606282   -0.060550       10.860175       -4.958785    0.001790    0.000000    0.000000    3.672959
    0.007000    0.025703   -1.529493   -1.606183   -0.065207       10.860175       -4.958785    0.002076    0.000001    0.000000    3.672959
    0.007500    0.027538   -1.526544   -1.606081   -0.069864       10.860175       -4.958785    0.002384    0.000001    0.000000    3.672959
    0.008000    0.029373   -1.523594   -1.605973   -0.074520       10.860175       -4.958785    0.002712    0.000001    0.000000    3.672959
    0.008500    0.031207   -1.520645   -1.605860   -0.079175       10.860175       -4.958785    0.003061    0.000001    0.000000    3.672959
    0.009000    0.033041   -1.517696   -1.605743   -0.083830       10.860175       -4.958785    0.003432    0.000002    0.000000    3.672959
    0.009500    0.034875   -1.514747   -1.605619   -0.088483       10.860175       -4.958785    0.003824    0.000002    0.000000    3.672959
    0.010000    0.036708   -1.511799   -1.605490   -0.093136       10.860175       -4.958785    0.004237    0.000002    0.000000    3.672959
    0.010500    0.038541   -1.508850   -1.605355   -0.097789       10.860175       -4.958785    0.004671    0.000003    0.000000    3.672959
    0.011000    0.040374   -1.505902   -1.605214   -0.102440       10.860175       -4.958785    0.005126    0.000003    0.000000    3.672959
    0.011500    0.042207   -1.502954   -1.605067   -0.107091       10.860175       -4.958785    0.005603    0.000004    0.000000    3.672959
    0.012000    0.044039   -1.500007   -1.604914   -0.111740       10.860175       -4.958785    0.006100    0.000005    0.000000    3.672959
    0.012500    0.045870   -1.497060   -1.604755   -0.116389       10.860175       -4.958785    0.006619    0.000006    0.000000    3.672959
    0.013000    0.047702   -1.494113   -1.604589   -0.121037       10.860175       -4.958785    0.007159    0.000007    0.000000    3.672959
    0.013500    0.049533   -1.491166   -1.604418   -0.125683       10.860175       -4.958785    0.007720    0.000008    0.000000    3.672959
    0.014000    0.051363   -1.488220   -1.604240   -0.130329       10.860175       -4.958785    0.008302    0.000009    0.000000    3.672959
    0.014500    0.053193   -1.485274   -1.604056   -0.134973       10.860175       -4.958785    0.008905    0.000010    0.000000    3.672959
    0.015000    0.055023   -1.482328   -1.603865   -0.139617       10.860175       -4.958785    0.009530    0.000012    0.000000    3.672959
    0.015500    0.056852   -1.479383   -1.603669   -0.144259       10.860175       -4.958785    0.010175    0.000013    0.000000    3.672959
    0.016000    0.058680   -1.476438   -1.603466   -0.148900       10.860175       -4.958785    0.010842    0.000015    0.000000    3.672959
    0.016500    0.060508   -1.473493   -1.603257   -0.153540       10.860175       -4.958785    0.011529    0.000017    0.000000    3.672959
    0.017000    0.062336   -1.470549   -1.603041   -0.158179       10.860175       -4.958785    0.012238    0.000019    0.000000    3.672959
    0.017500    0.064163   -1.467606   -1.602819   -0.162816       10.860175       -4.958785    0.012968    0.000021    0.000000    3.672959
    0.018000    0.065989   -1.464662   -1.602591   -0.167452       10.860175       -4.958785    0.013719    0.000024    0.000000    3.672959
