           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000   -0.000000   -1.570796   -1.350968    0.000000        6.457790       -3.506496   -0.000000   -0.000000    0.000000    4.367844
    0.000500    0.002184   -1.567846   -1.350968   -0.003294        6.457790       -3.506496    0.000015    0.000000    0.000000    4.367844
    0.001000    0.004368   -1.564896   -1.350968   -0.006588        6.457790       -3.506496    0.000060    0.000000    0.000000    4.367844
    0.001500    0.006552   -1.561945   -1.350968   -0.009882        6.457790       -3.506496    0.000135    0.000000    0.000000    4.367844
    0.002000    0.008735   -1.558995   -1.350968   -0.013176        6.457790       -3.506496    0.000240    0.000000    0.000000    4.367844
    0.002500    0.010919   -1.556044   -1.350968   -0.016470        6.457790       -3.506496    0.000375    0.000000    0.000000    4.367844
    0.003000    0.013103   -1.553094   -1.350968   -0.019764        6.457790       -3.506496    0.000539    0.000000    0.000000    4.367844
    0.003500    0.015286   -1.550143   -1.350968   -0.023058        6.457790       -3.506496    0.000734    0.000000    0.000000    4.367844
    0.004000    0.017470   -1.547193   -1.350968   -0.026352        6.457790       -3.506496    0.000959    0.000000    0.000000    4.367844
    0.004500    0.019653   -1.544243   -1.350968   -0.029645        6.457790       -3.506496    0.001214    0.000000    0.000000    4.367844
    0.005000    0.021836   -1.541292   -1.350912   -0.032940        6.457790       -3.506496    0.001498    0.000000    0.000000    4.367844
    0.005500    0.024019   -1.538342   -1.350844   -0.036234        6.457790       -3.506496    0.001813    0.000000    0.000000    4.367844
    0.006000    0.026202   -1.535392   -1.350774   -0.039528        6.457790       -3.506496    0.002157    0.000001    0.000000    4.367844
    0.006500    0.028384   -1.532442   -1.350700   -0.042821        6.457790       -3.506496    0.002532    0.000001    0.000000    4.367844
    0.007000    0.030566   -1.529492   -1.350622   -0.046114        6.457790       -3.506496    0.002936    0.000001    0.000000    4.367844
    0.007500    0.032748   -1.526543   -1.350540   -0.049407        6.457790       -3.506496    0.003371    0.000001    0.000000    4.367844
    0.008000    0.034930   -1.523593   -1.350453   -0.052699        6.457790       -3.506496    0.003835    0.000002    0.000000    4.367844
    0.008500    0.037111   -1.520644   -1.350361   -0.055991        6.457790       -3.506496    0.004329    0.000002    0.000000    4.367844
    0.009000    0.039292   -1.517695   -1.350264   -0.059282        6.457790       -3.506496    0.004854    0.000003    0.000000    4.367844
    0.009500    0.041473   -1.514747   -1.350162   -0.062573        6.457790       -3.506496    0.005408    0.000003    0.000000    4.367844
    0.010000    0.043653   -1.511798   -1.350055   -0.065863        6.457790       -3.506496    0.005992    0.000004    0.000000    4.367844
    0.010500    0.045833   -1.508850   -1.349943   -0.069152        6.457790       -3.506496    0.006606    0.000005    0.000000    4.367844
    0.011000    0.048013   -1.505902   -1.349826   -0.072441        6.457790       -3.506496    0.007250    0.000006    0.000000    4.367844
    0.011500    0.050192   -1.502954   -1.349704   -0.075730        6.457790       -3.506496    0.007923    0.000007    0.000000    4.367844
    0.012000    0.052370   -1.500006   -1.349576   -0.079017        6.457790       -3.506496    0.008627    0.000008    0.000000    4.367844
    0.012500    0.054549   -1.497059   -1.349443   -0.082304        6.457790       -3.506496    0.009361    0.000009    0.000000    4.367844
    0.013000    0.056726   -1.494112   -1.349304   -0.085591        6.457790       -3.506496    0.010124    0.000011    0.000000    4.367844
    0.013500    0.058904   -1.491166   -1.349161   -0.088877        6.457790       -3.506496    0.010917    0.000013    0.000000    4.367844
    0.014000    0.061080   -1.488219   -1.349012   -0.092162        6.457790       -3.506496    0.011741    0.000015    0.000000    4.367844
    0.014500    0.063257   -1.485273   -1.348858   -0.095446        6.457790       -3.506496    0.012594    0.000017    0.000000    4.367844
    0.015000    0.065432   -1.482328   -1.348698   -0.098729        6.457790       -3.506496    0.013477    0.000019    0.000000    4.367844
    0.015500    0.067607   -1.479382   -1.348533   -0.102012        6.457790       -3.506496    0.014389    0.000022    0.000000    4.367844
    0.016000    0.069782   -1.476438   -1.348363   -0.105294        6.457790       -3.506496    0.015332    0.000025    0.000000    4.367844
    0.016500    0.071956   -1.473493   -1.348187   -0.108575        6.457790       -3.506496    0.016305    0.000029    0.000000    4.367844
    0.017000    0.074129   -1.470549   -1.348006   -0.111855        6.457790       -3.506496    0.017307    0.000032    0.000000    4.367844
