           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000    0.000000   -1.570796   -1.251443   -0.000000        5.132880       -3.008787    0.000000   -0.000000    0.000000    4.715286
    0.000500    0.002358   -1.567846   -1.251443   -0.002827        5.132880       -3.008787    0.000017    0.000000    0.000000    4.715286
    0.001000    0.004715   -1.564895   -1.251443   -0.005653        5.132880       -3.008787    0.000070    0.000000    0.000000    4.715286
    0.001500    0.007073   -1.561945   -1.251443   -0.008480        5.132880       -3.008787    0.000157    0.000000    0.000000    4.715286
    0.002000    0.009430   -1.558995   -1.251443   -0.011306        5.132880       -3.008787    0.000279    0.000000    0.000000    4.715286
    0.002500    0.011788   -1.556044   -1.251443   -0.014133        5.132880       -3.008787    0.000437    0.000000    0.000000    4.715286
    0.003000    0.014145   -1.553094   -1.251443   -0.016959        5.132880       -3.008787    0.000629    0.000000    0.000000    4.715286
    0.003500    0.016502   -1.550143   -1.251443   -0.019786        5.132880       -3.008787    0.000856    0.000000    0.000000    4.715286
    0.004000    0.018859   -1.547193   -1.251443   -0.022612        5.132880       -3.008787    0.001118    0.000000    0.000000    4.715286
    0.004500    0.021216   -1.544242   -1.251413   -0.025439        5.132880       -3.008787    0.001414    0.000000    0.000000    4.715286
    0.005000    0.023573   -1.541292   -1.251356   -0.028266        5.132880       -3.008787    0.001746    0.000000    0.000000    4.715286
    0.005500    0.025930   -1.538342   -1.251296   -0.031092        5.132880       -3.008787    0.002113    0.000000    0.000000    4.715286
    0.006000    0.028286   -1.535392   -1.251233   -0.033919        5.132880       -3.008787    0.002514    0.000001    0.000000    4.715286
    0.006500    0.030642   -1.532442   -1.251166   -0.036744        5.132880       -3.008787    0.002951    0.000001    0.000000    4.715286
    0.007000    0.032998   -1.529492   -1.251095   -0.039570        5.132880       -3.008787    0.003422    0.000001    0.000000    4.715286
    0.007500    0.035353   -1.526543   -1.251019   -0.042395        5.132880       -3.008787    0.003928    0.000002    0.000000    4.715286
    0.008000    0.037708   -1.523593   -1.250940   -0.045220        5.132880       -3.008787    0.004470    0.000002    0.000000    4.715286
    0.008500    0.040063   -1.520644   -1.250855   -0.048044        5.132880       -3.008787    0.005046    0.000003    0.000000    4.715286
    0.009000    0.042418   -1.517695   -1.250766   -0.050868        5.132880       -3.008787    0.005657    0.000003    0.000000    4.715286
    0.009500    0.044772   -1.514746   -1.250672   -0.053692        5.132880       -3.008787    0.006302    0.000004    0.000000    4.715286
