           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000   -0.000000   -1.570796   -1.543910    0.000000        9.639617       -4.579913    0.000000   -0.000000    0.000000    3.821863
    0.000500    0.001911   -1.567846   -1.543910   -0.004302        9.639617       -4.579913    0.000011    0.000000    0.000000    3.821863
    0.001000    0.003822   -1.564896   -1.543910   -0.008604        9.639617       -4.579913    0.000046    0.000000    0.000000    3.821863
    0.001500    0.005733   -1.561945   -1.543910   -0.012905        9.639617       -4.579913    0.000103    0.000000    0.000000    3.821863
    0.002000    0.007644   -1.558995   -1.543910   -0.017207        9.639617       -4.579913    0.000184    0.000000    0.000000    3.821863
    0.002500    0.009554   -1.556045   -1.543910   -0.021509        9.639617       -4.579913    0.000287    0.000000    0.000000    3.821863
    0.003000    0.011465   -1.553094   -1.543910   -0.025811        9.639617       -4.579913    0.000413    0.000000    0.000000    3.821863
    0.003500    0.013376   -1.550144   -1.543910   -0.030113        9.639617       -4.579913    0.000562    0.000000    0.000000    3.821863
    0.004000    0.015286   -1.547194   -1.543910   -0.034415        9.639617       -4.579913    0.000734    0.000000    0.000000    3.821863
    0.004500    0.017196   -1.544244   -1.543910   -0.038716        9.639617       -4.579913    0.000929    0.000000    0.000000    3.821863
    0.005000    0.019107   -1.541293   -1.543910   -0.043018        9.639617       -4.579913    0.001147    0.000000    0.000000    3.821863
    0.005500    0.021017   -1.538343   -1.543864   -0.047321        9.639617       -4.579913    0.001388    0.000000    0.000000    3.821863
    0.006000    0.022926   -1.535393   -1.543777   -0.051623        9.639617       -4.579913    0.001652    0.000000    0.000000    3.821863
    0.006500    0.024836   -1.532443   -1.543687   -0.055925        9.639617       -4.579913    0.001939    0.000000    0.000000    3.821863
    0.007000    0.026745   -1.529493   -1.543594   -0.060227        9.639617       -4.579913    0.002248    0.000001    0.000000    3.821863
    0.007500    0.028655   -1.526543   -1.543497   -0.064527        9.639617       -4.579913    0.002581    0.000001    0.000000    3.821863
    0.008000    0.030564   -1.523594   -1.543394   -0.068828        9.639617       -4.579913    0.002936    0.000001    0.000000    3.821863
    0.008500    0.032472   -1.520645   -1.543287   -0.073127        9.639617       -4.579913    0.003315    0.000001    0.000000    3.821863
    0.009000    0.034381   -1.517696   -1.543175   -0.077426        9.639617       -4.579913    0.003716    0.000002    0.000000    3.821863
    0.009500    0.036289   -1.514747   -1.543057   -0.081724        9.639617       -4.579913    0.004140    0.000002    0.000000    3.821863
    0.010000    0.038196   -1.511798   -1.542933   -0.086022        9.639617       -4.579913    0.004587    0.000003    0.000000    3.821863
    0.010500    0.040104   -1.508850   -1.542804   -0.090318        9.639617       -4.579913    0.005058    0.000003    0.000000    3.821863
    0.011000    0.042011   -1.505902   -1.542669   -0.094614        9.639617       -4.579913    0.005551    0.000004    0.000000    3.821863
    0.011500    0.043918   -1.502954   -1.542528   -0.098910        9.639617       -4.579913    0.006066    0.000005    0.000000    3.821863
    0.012000    0.045824   -1.500007   -1.542381   -0.103204        9.639617       -4.579913    0.006605    0.000005    0.000000    3.821863
    0.012500    0.047730   -1.497060   -1.542228   -0.107497        9.639617       -4.579913    0.007167    0.000006    0.000000    3.821863
    0.013000    0.049636   -1.494113   -1.542070   -0.111790        9.639617       -4.579913    0.007751    0.000007    0.000000    3.821863
    0.013500    0.051541   -1.491166   -1.541905   -0.116082        9.639617       -4.579913    0.008359    0.000009    0.000000    3.821863
    0.014000    0.053445   -1.488220   -1.541734   -0.120372        9.639617       -4.579913    0.008989    0.000010    0.000000    3.821863
    0.014500    0.055349   -1.485274   -1.541558   -0.124662        9.639617       -4.579913    0.009642    0.000011    0.000000    3.821863
    0.015000    0.057253   -1.482328   -1.541375   -0.128950        9.639617       -4.579913    0.010318    0.000013    0.000000    3.821863
    0.015500    0.059156   -1.479383   -1.541186   -0.133238        9.639617       -4.579913    0.011017    0.000015    0.000000    3.821863
    0.016000    0.061059   -1.476438   -1.540991   -0.137524        9.639617       -4.579913    0.011739    0.000017    0.000000    3.821863
    0.016500    0.062961   -1.473493   -1.540790   -0.141810        9.639617       -4.579913    0.012483    0.000019    0.000000    3.821863
    0.017000    0.064863   -1.470549   -1.540583   -0.146094        9.639617       -4.579913    0.013251    0.000022    0.000000    3.821863
    0.017500    0.066764   -1.467605   -1.540370   -0.150377        9.639617       -4.579913    0.014041    0.000024    0.000000    3.821863
    0.018000    0.068664   -1.464662   -1.540151   -0.154659        9.639617       -4.579913    0.014854    0.000027    0.000000    3.821863
    0.018500    0.070564   -1.461719   -1.539925   -0.158939        9.639617       -4.579913    0.015690    0.000030    0.000000    3.821863
    0.019000    0.072464   -1.458777   -1.539694   -0.163218        9.639617       -4.579913    0.016548    0.000034    0.000000    3.821863
    0.019500    0.074362   -1.455835   -1.539456   -0.167496        9.639617       -4.579913    0.017430    0.000037    0.000000    3.821863
    0.020000    0.076260   -1.452893   -1.539212   -0.171772        9.639617       -4.579913    0.018334    0.000041    0.000000    3.821863
    0.020500    0.078157   -1.449952   -1.538963   -0.176047        9.639617       -4.579913    0.019261    0.000045    0.000000    3.821863
    0.021000    0.080054   -1.447011   -1.538707   -0.180321        9.639617       -4.579913    0.020211    0.000050    0.000000    3.821863
    0.021500    0.081950   -1.444071   -1.538445   -0.184593        9.639617       -4.579913    0.021183    0.000055    0.000000    3.821863
    0.022000    0.083845   -1.441132   -1.538176   -0.188864        9.639617       -4.579913    0.022179    0.000060    0.000000    3.821863
    0.022500    0.085740   -1.438193   -1.537902   -0.193133        9.639617       -4.579913    0.023197    0.000066    0.000000    3.821863
    0.023000    0.087634   -1.435254   -1.537622   -0.197400        9.639617       -4.579913    0.024238    0.000072    0.000000    3.821863
    0.023500    0.089527   -1.432316   -1.537335   -0.201666        9.639617       -4.579913    0.025301    0.000078    0.000000    3.821863
    0.024000    0.091419   -1.429379   -1.537043   -0.205930        9.639617       -4.579913    0.026387    0.000085    0.000000    3.821863
    0.024500    0.093310   -1.426442   -1.536744   -0.210192        9.639617       -4.579913    0.027496    0.000092    0.000000    3.821863
    0.025000    0.095201   -1.423505   -1.536439   -0.214453        9.639617       -4.579913    0.028628    0.000100    0.000000    3.821863
    0.025500    0.097091   -1.420570   -1.536128   -0.218712        9.639617       -4.579913    0.029783    0.000108    0.000000    3.821863
    0.026000    0.098980   -1.417634   -1.535811   -0.222969        9.639617       -4.579913    0.030960    0.000117    0.000000    3.821863
    0.026500    0.100868   -1.414700   -1.535488   -0.227224        9.639617       -4.579913    0.032159    0.000126    0.000000    3.821863
    0.027000    0.102755   -1.411766   -1.535158   -0.231478        9.639617       -4.579913    0.033382    0.000136    0.000000    3.821863
    0.027500    0.104642   -1.408833   -1.534823   -0.235729        9.639617       -4.579913    0.034627    0.000146    0.000000    3.821863
    0.028000    0.106527   -1.405900   -1.534481   -0.239979        9.639617       -4.579913    0.035895    0.000157    0.000000    3.821863
    0.028500    0.108412   -1.402968   -1.534134   -0.244227        9.639617       -4.579913    0.037185    0.000169    0.000000    3.821863
    0.029000    0.110295   -1.400037   -1.533780   -0.248472        9.639617       -4.579913    0.038498    0.000181    0.000000    3.821863
    0.029500    0.112178   -1.397106   -1.533420   -0.252716        9.639617       -4.579913    0.039834    0.000194    0.000000    3.821863
    0.030000    0.114060   -1.394176   -1.533054   -0.256957        9.639617       -4.579913    0.041192    0.000207    0.000000    3.821863
    0.030500    0.115940   -1.391247   -1.532682   -0.261197        9.639617       -4.579913    0.042573    0.000221    0.000000    3.821863
    0.031000    0.117820   -1.388319   -1.532304   -0.265434        9.639617       -4.579913    0.043976    0.000236    0.000000    3.821863
    0.031500    0.119699   -1.385391   -1.531919   -0.269669        9.639617       -4.579913    0.045402    0.000251    0.000000    3.821863
    0.032000    0.121576   -1.382464   -1.531529   -0.273902        9.639617       -4.579913    0.046850    0.000268    0.000000    3.821863
    0.032500    0.123453   -1.379538   -1.531132   -0.278133        9.639617       -4.579913    0.048321    0.000285    0.000000    3.821863
    0.033000    0.125329   -1.376612   -1.530730   -0.282361        9.639617       -4.579913    0.049815    0.000302    0.000000    3.821863
    0.033500    0.127203   -1.373687   -1.530321   -0.286587        9.639617       -4.579913    0.051331    0.000321    0.000000    3.821863
    0.034000    0.129076   -1.370763   -1.529906   -0.290811        9.639617       -4.579913    0.052869    0.000340    0.000000    3.821863
    0.034500    0.130949   -1.367840   -1.529486   -0.295032        9.639617       -4.579913    0.054430    0.000361    0.000000    3.821863
    0.035000    0.132820   -1.364918   -1.529059   -0.299251        9.639617       -4.579913    0.056014    0.000382    0.000000    3.821863
    0.035500    0.134690   -1.361996   -1.528626   -0.303467        9.639617       -4.579913    0.057620    0.000404    0.000000    3.821863
    0.036000    0.136559   -1.359076   -1.528186   -0.307681        9.639617       -4.579913    0.059248    0.000427    0.000000    3.821863
    0.036500    0.138426   -1.356156   -1.527741   -0.311892        9.639617       -4.579913    0.060899    0.000451    0.000000    3.821863
    0.037000    0.140293   -1.353237   -1.527290   -0.316101        9.639617       -4.579913    0.062572    0.000476    0.000000    3.821863
    0.037500    0.142158   -1.350319   -1.526833   -0.320307        9.639617       -4.579913    0.064268    0.000502    0.000000    3.821863
    0.038000    0.144022   -1.347402   -1.526369   -0.324511        9.639617       -4.579913    0.065986    0.000529    0.000000    3.821863
    0.038500    0.145885   -1.344485   -1.525900   -0.328712        9.639617       -4.579913    0.067726    0.000557    0.000000    3.821863
    0.039000    0.147747   -1.341570   -1.525424   -0.332910        9.639617       -4.579913    0.069489    0.000587    0.000000    3.821863
    0.039500    0.149607   -1.338655   -1.524942   -0.337106        9.639617       -4.579913    0.071274    0.000617    0.000000    3.821863
    0.040000    0.151466   -1.335742   -1.524455   -0.341298        9.639617       -4.579913    0.073082    0.000648    0.000000    3.821863
    0.040500    0.153324   -1.332829   -1.523961   -0.345488        9.639617       -4.579913    0.074912    0.000681    0.000000    3.821863
    0.041000    0.155180   -1.329917   -1.523461   -0.349675        9.639617       -4.579913    0.076764    0.000715    0.000000    3.821863
    0.041500    0.157035   -1.327007   -1.522955   -0.353859        9.639617       -4.579913    0.078638    0.000750    0.000000    3.821863
    0.042000    0.158889   -1.324097   -1.522443   -0.358041        9.639617       -4.579913    0.080535    0.000786    0.000000    3.821863
    0.042500    0.160741   -1.321188   -1.521925   -0.362219        9.639617       -4.579913    0.082453    0.000824    0.000000    3.821863
    0.043000    0.162592   -1.318280   -1.521401   -0.366394        9.639617       -4.579913    0.084395    0.000863    0.000000    3.821863
    0.043500    0.164442   -1.315373   -1.520871   -0.370566        9.639617       -4.579913    0.086358    0.000903    0.000000    3.821863
