           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000    0.000000   -1.570796   -1.382378    0.000000        6.918892       -3.671485    0.000000   -0.000000    0.000000    4.268574
    0.000500    0.002134   -1.567846   -1.382378   -0.003449        6.918892       -3.671485    0.000014    0.000000    0.000000    4.268574
    0.001000    0.004269   -1.564896   -1.382378   -0.006898        6.918892       -3.671485    0.000057    0.000000    0.000000    4.268574
    0.001500    0.006403   -1.561945   -1.382378   -0.010347        6.918892       -3.671485    0.000129    0.000000    0.000000    4.268574
    0.002000    0.008537   -1.558995   -1.382378   -0.013795        6.918892       -3.671485    0.000229    0.000000    0.000000    4.268574
    0.002500    0.010671   -1.556044   -1.382378   -0.017244        6.918892       -3.671485    0.000358    0.000000    0.000000    4.268574
    0.003000    0.012805   -1.553094   -1.382378   -0.020693        6.918892       -3.671485    0.000515    0.000000    0.000000    4.268574
    0.003500    0.014939   -1.550144   -1.382378   -0.024142        6.918892       -3.671485    0.000701    0.000000    0.000000    4.268574
    0.004000    0.017073   -1.547193   -1.382378   -0.027591        6.918892       -3.671485    0.000916    0.000000    0.000000    4.268574
    0.004500    0.019206   -1.544243   -1.382378   -0.031040        6.918892       -3.671485    0.001159    0.000000    0.000000    4.268574
    0.005000    0.021340   -1.541292   -1.382335   -0.034489        6.918892       -3.671485    0.001431    0.000000    0.000000    4.268574
    0.005500    0.023473   -1.538342   -1.382265   -0.037938        6.918892       -3.671485    0.001731    0.000000    0.000000    4.268574
    0.006000    0.025606   -1.535392   -1.382192   -0.041387        6.918892       -3.671485    0.002061    0.000000    0.000000    4.268574
    0.006500    0.027739   -1.532442   -1.382115   -0.044836        6.918892       -3.671485    0.002418    0.000001    0.000000    4.268574
    0.007000    0.029872   -1.529492   -1.382035   -0.048284        6.918892       -3.671485    0.002804    0.000001    0.000000    4.268574
    0.007500    0.032004   -1.526543   -1.381950   -0.051731        6.918892       -3.671485    0.003219    0.000001    0.000000    4.268574
    0.008000    0.034136   -1.523594   -1.381861   -0.055178        6.918892       -3.671485    0.003663    0.000001    0.000000    4.268574
    0.008500    0.036268   -1.520644   -1.381767   -0.058625        6.918892       -3.671485    0.004135    0.000002    0.000000    4.268574
    0.009000    0.038399   -1.517695   -1.381667   -0.062071        6.918892       -3.671485    0.004636    0.000002    0.000000    4.268574
    0.009500    0.040530   -1.514747   -1.381563   -0.065516        6.918892       -3.671485    0.005165    0.000003    0.000000    4.268574
    0.010000    0.042661   -1.511798   -1.381454   -0.068961        6.918892       -3.671485    0.005723    0.000004    0.000000    4.268574
    0.010500    0.044791   -1.508850   -1.381339   -0.072406        6.918892       -3.671485    0.006309    0.000004    0.000000    4.268574
    0.011000    0.046921   -1.505902   -1.381219   -0.075849        6.918892       -3.671485    0.006924    0.000005    0.000000    4.268574
    0.011500    0.049051   -1.502954   -1.381093   -0.079293        6.918892       -3.671485    0.007567    0.000006    0.000000    4.268574
    0.012000    0.051180   -1.500006   -1.380962   -0.082735        6.918892       -3.671485    0.008239    0.000007    0.000000    4.268574
    0.012500    0.053309   -1.497059   -1.380826   -0.086177        6.918892       -3.671485    0.008940    0.000009    0.000000    4.268574
    0.013000    0.055437   -1.494112   -1.380685   -0.089618        6.918892       -3.671485    0.009669    0.000010    0.000000    4.268574
    0.013500    0.057565   -1.491166   -1.380538   -0.093058        6.918892       -3.671485    0.010427    0.000012    0.000000    4.268574
    0.014000    0.059692   -1.488219   -1.380385   -0.096498        6.918892       -3.671485    0.011213    0.000014    0.000000    4.268574
    0.014500    0.061819   -1.485273   -1.380227   -0.099937        6.918892       -3.671485    0.012028    0.000016    0.000000    4.268574
    0.015000    0.063945   -1.482328   -1.380064   -0.103374        6.918892       -3.671485    0.012871    0.000018    0.000000    4.268574
    0.015500    0.066071   -1.479382   -1.379895   -0.106812        6.918892       -3.671485    0.013743    0.000021    0.000000    4.268574
    0.016000    0.068196   -1.476438   -1.379721   -0.110248        6.918892       -3.671485    0.014643    0.000024    0.000000    4.268574
    0.016500    0.070320   -1.473493   -1.379541   -0.113683        6.918892       -3.671485    0.015572    0.000027    0.000000    4.268574
    0.017000    0.072444   -1.470549   -1.379356   -0.117117        6.918892       -3.671485    0.016529    0.000030    0.000000    4.268574
    0.017500    0.074567   -1.467605   -1.379165   -0.120551        6.918892       -3.671485    0.017515    0.000034    0.000000    4.268574
    0.018000    0.076690   -1.464662   -1.378969   -0.123983        6.918892       -3.671485    0.018529    0.000038    0.000000    4.268574
    0.018500    0.078812   -1.461719   -1.378767   -0.127415        6.918892       -3.671485    0.019572    0.000042    0.000000    4.268574
    0.019000    0.080933   -1.458776   -1.378560   -0.130845        6.918892       -3.671485    0.020643    0.000047    0.000000    4.268574
    0.019500    0.083054   -1.455834   -1.378348   -0.134274        6.918892       -3.671485    0.021742    0.000052    0.000000    4.268574
    0.020000    0.085174   -1.452893   -1.378130   -0.137702        6.918892       -3.671485    0.022870    0.000057    0.000000    4.268574
    0.020500    0.087293   -1.449952   -1.377906   -0.141129        6.918892       -3.671485    0.024027    0.000063    0.000000    4.268574
    0.021000    0.089411   -1.447011   -1.377677   -0.144555        6.918892       -3.671485    0.025212    0.000070    0.000000    4.268574
    0.021500    0.091529   -1.444071   -1.377442   -0.147980        6.918892       -3.671485    0.026425    0.000077    0.000000    4.268574
    0.022000    0.093645   -1.441131   -1.377202   -0.151403        6.918892       -3.671485    0.027666    0.000084    0.000000    4.268574
    0.022500    0.095761   -1.438192   -1.376957   -0.154826        6.918892       -3.671485    0.028936    0.000092    0.000000    4.268574
    0.023000    0.097877   -1.435254   -1.376706   -0.158246        6.918892       -3.671485    0.030235    0.000100    0.000000    4.268574
    0.023500    0.099991   -1.432316   -1.376449   -0.161666        6.918892       -3.671485    0.031561    0.000109    0.000000    4.268574
    0.024000    0.102104   -1.429378   -1.376188   -0.165084        6.918892       -3.671485    0.032916    0.000119    0.000000    4.268574
    0.024500    0.104217   -1.426441   -1.375920   -0.168501        6.918892       -3.671485    0.034300    0.000129    0.000000    4.268574
    0.025000    0.106328   -1.423505   -1.375647   -0.171917        6.918892       -3.671485    0.035712    0.000140    0.000000    4.268574
    0.025500    0.108439   -1.420569   -1.375369   -0.175331        6.918892       -3.671485    0.037152    0.000151    0.000000    4.268574
    0.026000    0.110549   -1.417634   -1.375085   -0.178744        6.918892       -3.671485    0.038620    0.000163    0.000000    4.268574
    0.026500    0.112658   -1.414700   -1.374796   -0.182155        6.918892       -3.671485    0.040117    0.000176    0.000000    4.268574
    0.027000    0.114766   -1.411766   -1.374501   -0.185565        6.918892       -3.671485    0.041641    0.000190    0.000000    4.268574
    0.027500    0.116872   -1.408833   -1.374201   -0.188973        6.918892       -3.671485    0.043195    0.000204    0.000000    4.268574
    0.028000    0.118978   -1.405900   -1.373895   -0.192380        6.918892       -3.671485    0.044776    0.000219    0.000000    4.268574
    0.028500    0.121083   -1.402968   -1.373584   -0.195785        6.918892       -3.671485    0.046386    0.000235    0.000000    4.268574
    0.029000    0.123187   -1.400037   -1.373267   -0.199188        6.918892       -3.671485    0.048023    0.000252    0.000000    4.268574
    0.029500    0.125290   -1.397106   -1.372945   -0.202590        6.918892       -3.671485    0.049689    0.000270    0.000000    4.268574
    0.030000    0.127391   -1.394176   -1.372617   -0.205991        6.918892       -3.671485    0.051384    0.000289    0.000000    4.268574
    0.030500    0.129492   -1.391247   -1.372284   -0.209389        6.918892       -3.671485    0.053106    0.000308    0.000000    4.268574
    0.031000    0.131591   -1.388319   -1.371945   -0.212786        6.918892       -3.671485    0.054857    0.000329    0.000000    4.268574
    0.031500    0.133689   -1.385391   -1.371601   -0.216181        6.918892       -3.671485    0.056635    0.000350    0.000000    4.268574
    0.032000    0.135787   -1.382464   -1.371252   -0.219574        6.918892       -3.671485    0.058442    0.000373    0.000000    4.268574
    0.032500    0.137883   -1.379538   -1.370897   -0.222966        6.918892       -3.671485    0.060277    0.000397    0.000000    4.268574
    0.033000    0.139977   -1.376612   -1.370536   -0.226355        6.918892       -3.671485    0.062140    0.000421    0.000000    4.268574
    0.033500    0.142071   -1.373687   -1.370170   -0.229743        6.918892       -3.671485    0.064031    0.000447    0.000000    4.268574
    0.034000    0.144163   -1.370763   -1.369799   -0.233129        6.918892       -3.671485    0.065951    0.000474    0.000000    4.268574
    0.034500    0.146254   -1.367840   -1.369422   -0.236513        6.918892       -3.671485    0.067898    0.000503    0.000000    4.268574
    0.035000    0.148344   -1.364918   -1.369040   -0.239895        6.918892       -3.671485    0.069873    0.000532    0.000000    4.268574
    0.035500    0.150433   -1.361996   -1.368652   -0.243275        6.918892       -3.671485    0.071877    0.000563    0.000000    4.268574
    0.036000    0.152520   -1.359076   -1.368259   -0.246653        6.918892       -3.671485    0.073908    0.000595    0.000000    4.268574
    0.036500    0.154606   -1.356156   -1.367861   -0.250029        6.918892       -3.671485    0.075967    0.000629    0.000000    4.268574
    0.037000    0.156691   -1.353237   -1.367457   -0.253403        6.918892       -3.671485    0.078054    0.000663    0.000000    4.268574
    0.037500    0.158774   -1.350319   -1.367047   -0.256775        6.918892       -3.671485    0.080170    0.000700    0.000000    4.268574
    0.038000    0.160856   -1.347402   -1.366632   -0.260145        6.918892       -3.671485    0.082313    0.000737    0.000000    4.268574
    0.038500    0.162936   -1.344485   -1.366212   -0.263512        6.918892       -3.671485    0.084484    0.000777    0.000000    4.268574
    0.039000    0.165016   -1.341570   -1.365786   -0.266878        6.918892       -3.671485    0.086683    0.000817    0.000000    4.268574
    0.039500    0.167093   -1.338655   -1.365355   -0.270241        6.918892       -3.671485    0.088910    0.000860    0.000000    4.268574
    0.040000    0.169170   -1.335742   -1.364918   -0.273602        6.918892       -3.671485    0.091164    0.000903    0.000000    4.268574
    0.040500    0.171245   -1.332829   -1.364476   -0.276961        6.918892       -3.671485    0.093447    0.000949    0.000000    4.268574
    0.041000    0.173318   -1.329917   -1.364029   -0.280317        6.918892       -3.671485    0.095757    0.000996    0.000000    4.268574
