           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000    0.000000   -1.570796   -1.225645   -0.000000        4.821883       -2.885992    0.000000   -0.000000    0.000000    4.814555
    0.000500    0.002407   -1.567846   -1.225645   -0.002711        4.821883       -2.885992    0.000018    0.000000    0.000000    4.814555
    0.001000    0.004815   -1.564895   -1.225645   -0.005422        4.821883       -2.885992    0.000073    0.000000    0.000000    4.814555
    0.001500    0.007222   -1.561945   -1.225645   -0.008134        4.821883       -2.885992    0.000164    0.000000    0.000000    4.814555
    0.002000    0.009629   -1.558994   -1.225645   -0.010845        4.821883       -2.885992    0.000291    0.000000    0.000000    4.814555
    0.002500    0.012036   -1.556044   -1.225645   -0.013556        4.821883       -2.885992    0.000455    0.000000    0.000000    4.814555
    0.003000    0.014443   -1.553094   -1.225645   -0.016267        4.821883       -2.885992    0.000655    0.000000    0.000000    4.814555
    0.003500    0.016850   -1.550143   -1.225645   -0.018979        4.821883       -2.885992    0.000892    0.000000    0.000000    4.814555
    0.004000    0.019256   -1.547193   -1.225645   -0.021690        4.821883       -2.885992    0.001165    0.000000    0.000000    4.814555
    0.004500    0.021663   -1.544242   -1.225607   -0.024401        4.821883       -2.885992    0.001475    0.000000    0.000000    4.814555
    0.005000    0.024069   -1.541292   -1.225551   -0.027113        4.821883       -2.885992    0.001820    0.000000    0.000000    4.814555
    0.005500    0.026475   -1.538342   -1.225493   -0.029824        4.821883       -2.885992    0.002203    0.000000    0.000000    4.814555
    0.006000    0.028881   -1.535392   -1.225432   -0.032535        4.821883       -2.885992    0.002621    0.000001    0.000000    4.814555
    0.006500    0.031287   -1.532442   -1.225367   -0.035245        4.821883       -2.885992    0.003076    0.000001    0.000000    4.814555
    0.007000    0.033692   -1.529492   -1.225297   -0.037955        4.821883       -2.885992    0.003568    0.000001    0.000000    4.814555
    0.007500    0.036097   -1.526543   -1.225224   -0.040665        4.821883       -2.885992    0.004096    0.000002    0.000000    4.814555
    0.008000    0.038502   -1.523593   -1.225146   -0.043375        4.821883       -2.885992    0.004660    0.000002    0.000000    4.814555
    0.008500    0.040907   -1.520644   -1.225063   -0.046084        4.821883       -2.885992    0.005260    0.000003    0.000000    4.814555
    0.009000    0.043311   -1.517695   -1.224976   -0.048792        4.821883       -2.885992    0.005897    0.000003    0.000000    4.814555
    0.009500    0.045714   -1.514746   -1.224884   -0.051501        4.821883       -2.885992    0.006570    0.000004    0.000000    4.814555
    0.010000    0.048118   -1.511798   -1.224788   -0.054209        4.821883       -2.885992    0.007280    0.000005    0.000000    4.814555
    0.010500    0.050520   -1.508849   -1.224687   -0.056916        4.821883       -2.885992    0.008026    0.000006    0.000000    4.814555
    0.011000    0.052923   -1.505901   -1.224581   -0.059623        4.821883       -2.885992    0.008808    0.000008    0.000000    4.814555
