           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000    0.000000   -1.570796   -1.213140    0.000000        4.675776       -2.827395    0.000000   -0.000000    0.000000    4.864189
    0.000500    0.002432   -1.567846   -1.213140   -0.002656        4.675776       -2.827395    0.000019    0.000000    0.000000    4.864189
    0.001000    0.004864   -1.564895   -1.213140   -0.005312        4.675776       -2.827395    0.000074    0.000000    0.000000    4.864189
    0.001500    0.007296   -1.561945   -1.213140   -0.007969        4.675776       -2.827395    0.000167    0.000000    0.000000    4.864189
    0.002000    0.009728   -1.558994   -1.213140   -0.010625        4.675776       -2.827395    0.000297    0.000000    0.000000    4.864189
    0.002500    0.012160   -1.556044   -1.213140   -0.013281        4.675776       -2.827395    0.000465    0.000000    0.000000    4.864189
    0.003000    0.014592   -1.553093   -1.213140   -0.015937        4.675776       -2.827395    0.000669    0.000000    0.000000    4.864189
    0.003500    0.017023   -1.550143   -1.213140   -0.018593        4.675776       -2.827395    0.000911    0.000000    0.000000    4.864189
    0.004000    0.019455   -1.547193   -1.213140   -0.021249        4.675776       -2.827395    0.001189    0.000000    0.000000    4.864189
    0.004500    0.021886   -1.544242   -1.213099   -0.023906        4.675776       -2.827395    0.001505    0.000000    0.000000    4.864189
    0.005000    0.024317   -1.541292   -1.213044   -0.026562        4.675776       -2.827395    0.001858    0.000000    0.000000    4.864189
    0.005500    0.026748   -1.538342   -1.212987   -0.029218        4.675776       -2.827395    0.002248    0.000000    0.000000    4.864189
    0.006000    0.029179   -1.535392   -1.212926   -0.031874        4.675776       -2.827395    0.002676    0.000001    0.000000    4.864189
    0.006500    0.031609   -1.532442   -1.212862   -0.034530        4.675776       -2.827395    0.003140    0.000001    0.000000    4.864189
    0.007000    0.034040   -1.529492   -1.212793   -0.037185        4.675776       -2.827395    0.003642    0.000001    0.000000    4.864189
    0.007500    0.036470   -1.526542   -1.212721   -0.039840        4.675776       -2.827395    0.004180    0.000002    0.000000    4.864189
    0.008000    0.038899   -1.523593   -1.212644   -0.042494        4.675776       -2.827395    0.004756    0.000002    0.000000    4.864189
    0.008500    0.041328   -1.520644   -1.212562   -0.045148        4.675776       -2.827395    0.005369    0.000003    0.000000    4.864189
    0.009000    0.043757   -1.517695   -1.212476   -0.047802        4.675776       -2.827395    0.006019    0.000003    0.000000    4.864189
    0.009500    0.046186   -1.514746   -1.212385   -0.050455        4.675776       -2.827395    0.006707    0.000004    0.000000    4.864189
    0.010000    0.048614   -1.511798   -1.212290   -0.053108        4.675776       -2.827395    0.007431    0.000005    0.000000    4.864189
    0.010500    0.051041   -1.508849   -1.212189   -0.055760        4.675776       -2.827395    0.008192    0.000006    0.000000    4.864189
    0.011000    0.053469   -1.505901   -1.212085   -0.058412        4.675776       -2.827395    0.008991    0.000008    0.000000    4.864189
    0.011500    0.055895   -1.502954   -1.211975   -0.061064        4.675776       -2.827395    0.009827    0.000009    0.000000    4.864189
    0.012000    0.058322   -1.500006   -1.211861   -0.063715        4.675776       -2.827395    0.010699    0.000011    0.000000    4.864189
    0.012500    0.060747   -1.497059   -1.211741   -0.066365        4.675776       -2.827395    0.011609    0.000013    0.000000    4.864189
    0.013000    0.063172   -1.494112   -1.211617   -0.069015        4.675776       -2.827395    0.012556    0.000015    0.000000    4.864189
    0.013500    0.065597   -1.491165   -1.211489   -0.071665        4.675776       -2.827395    0.013540    0.000018    0.000000    4.864189
    0.014000    0.068021   -1.488219   -1.211355   -0.074313        4.675776       -2.827395    0.014561    0.000020    0.000000    4.864189
    0.014500    0.070445   -1.485273   -1.211217   -0.076962        4.675776       -2.827395    0.015619    0.000024    0.000000    4.864189
    0.015000    0.072868   -1.482328   -1.211074   -0.079609        4.675776       -2.827395    0.016714    0.000027    0.000000    4.864189
    0.015500    0.075290   -1.479382   -1.210926   -0.082256        4.675776       -2.827395    0.017846    0.000031    0.000000    4.864189
    0.016000    0.077712   -1.476437   -1.210773   -0.084902        4.675776       -2.827395    0.019015    0.000035    0.000000    4.864189
    0.016500    0.080132   -1.473493   -1.210615   -0.087548        4.675776       -2.827395    0.020221    0.000039    0.000000    4.864189
    0.017000    0.082553   -1.470549   -1.210453   -0.090192        4.675776       -2.827395    0.021464    0.000044    0.000000    4.864189
    0.017500    0.084972   -1.467605   -1.210286   -0.092836        4.675776       -2.827395    0.022744    0.000050    0.000000    4.864189
    0.018000    0.087391   -1.464662   -1.210114   -0.095480        4.675776       -2.827395    0.024061    0.000056    0.000000    4.864189
    0.018500    0.089809   -1.461719   -1.209937   -0.098122        4.675776       -2.827395    0.025415    0.000062    0.000000    4.864189
    0.019000    0.092226   -1.458776   -1.209755   -0.100764        4.675776       -2.827395    0.026805    0.000069    0.000000    4.864189
    0.019500    0.094643   -1.455834   -1.209569   -0.103405        4.675776       -2.827395    0.028233    0.000077    0.000000    4.864189
    0.020000    0.097058   -1.452893   -1.209377   -0.106045        4.675776       -2.827395    0.029698    0.000085    0.000000    4.864189
    0.020500    0.099473   -1.449952   -1.209181   -0.108684        4.675776       -2.827395    0.031200    0.000094    0.000000    4.864189
    0.021000    0.101887   -1.447011   -1.208980   -0.111322        4.675776       -2.827395    0.032738    0.000103    0.000000    4.864189
    0.021500    0.104300   -1.444071   -1.208775   -0.113959        4.675776       -2.827395    0.034314    0.000113    0.000000    4.864189
    0.022000    0.106712   -1.441131   -1.208564   -0.116596        4.675776       -2.827395    0.035926    0.000124    0.000000    4.864189
    0.022500    0.109123   -1.438192   -1.208349   -0.119231        4.675776       -2.827395    0.037575    0.000136    0.000000    4.864189
    0.023000    0.111534   -1.435254   -1.208129   -0.121865        4.675776       -2.827395    0.039261    0.000148    0.000000    4.864189
    0.023500    0.113943   -1.432316   -1.207904   -0.124499        4.675776       -2.827395    0.040984    0.000161    0.000000    4.864189
    0.024000    0.116351   -1.429378   -1.207674   -0.127131        4.675776       -2.827395    0.042743    0.000176    0.000000    4.864189
    0.024500    0.118759   -1.426441   -1.207439   -0.129763        4.675776       -2.827395    0.044540    0.000191    0.000000    4.864189
    0.025000    0.121165   -1.423505   -1.207200   -0.132393        4.675776       -2.827395    0.046373    0.000207    0.000000    4.864189
    0.025500    0.123570   -1.420569   -1.206955   -0.135022        4.675776       -2.827395    0.048243    0.000224    0.000000    4.864189
    0.026000    0.125974   -1.417634   -1.206706   -0.137650        4.675776       -2.827395    0.050149    0.000242    0.000000    4.864189
    0.026500    0.128377   -1.414700   -1.206452   -0.140277        4.675776       -2.827395    0.052093    0.000261    0.000000    4.864189
    0.027000    0.130779   -1.411766   -1.206194   -0.142903        4.675776       -2.827395    0.054073    0.000281    0.000000    4.864189
    0.027500    0.133180   -1.408832   -1.205930   -0.145528        4.675776       -2.827395    0.056090    0.000302    0.000000    4.864189
    0.028000    0.135580   -1.405900   -1.205662   -0.148151        4.675776       -2.827395    0.058143    0.000324    0.000000    4.864189
    0.028500    0.137978   -1.402968   -1.205389   -0.150774        4.675776       -2.827395    0.060234    0.000348    0.000000    4.864189
    0.029000    0.140376   -1.400037   -1.205111   -0.153395        4.675776       -2.827395    0.062360    0.000373    0.000000    4.864189
    0.029500    0.142772   -1.397106   -1.204828   -0.156014        4.675776       -2.827395    0.064524    0.000399    0.000000    4.864189
    0.030000    0.145167   -1.394176   -1.204541   -0.158633        4.675776       -2.827395    0.066724    0.000427    0.000000    4.864189
    0.030500    0.147560   -1.391247   -1.204248   -0.161250        4.675776       -2.827395    0.068960    0.000456    0.000000    4.864189
    0.031000    0.149953   -1.388318   -1.203951   -0.163866        4.675776       -2.827395    0.071234    0.000486    0.000000    4.864189
    0.031500    0.152344   -1.385391   -1.203649   -0.166480        4.675776       -2.827395    0.073543    0.000518    0.000000    4.864189
    0.032000    0.154734   -1.382464   -1.203343   -0.169094        4.675776       -2.827395    0.075890    0.000552    0.000000    4.864189
    0.032500    0.157122   -1.379537   -1.203031   -0.171705        4.675776       -2.827395    0.078272    0.000587    0.000000    4.864189
    0.033000    0.159509   -1.376612   -1.202715   -0.174316        4.675776       -2.827395    0.080692    0.000623    0.000000    4.864189
    0.033500    0.161895   -1.373687   -1.202394   -0.176924        4.675776       -2.827395    0.083147    0.000662    0.000000    4.864189
    0.034000    0.164279   -1.370763   -1.202068   -0.179532        4.675776       -2.827395    0.085640    0.000702    0.000000    4.864189
    0.034500    0.166662   -1.367840   -1.201737   -0.182138        4.675776       -2.827395    0.088168    0.000744    0.000000    4.864189
    0.035000    0.169043   -1.364918   -1.201402   -0.184742        4.675776       -2.827395    0.090733    0.000788    0.000000    4.864189
    0.035500    0.171423   -1.361996   -1.201062   -0.187345        4.675776       -2.827395    0.093335    0.000833    0.000000    4.864189
    0.036000    0.173802   -1.359076   -1.200717   -0.189947        4.675776       -2.827395    0.095972    0.000881    0.000000    4.864189
    0.036500    0.176179   -1.356156   -1.200367   -0.192547        4.675776       -2.827395    0.098646    0.000930    0.000000    4.864189
    0.037000    0.178554   -1.353237   -1.200012   -0.195145        4.675776       -2.827395    0.101357    0.000982    0.000000    4.864189
    0.037500    0.180928   -1.350319   -1.199653   -0.197742        4.675776       -2.827395    0.104104    0.001035    0.000000    4.864189
    0.038000    0.183301   -1.347401   -1.199289   -0.200337        4.675776       -2.827395    0.106886    0.001091    0.000000    4.864189
    0.038500    0.185672   -1.344485   -1.198920   -0.202930        4.675776       -2.827395    0.109706    0.001149    0.000000    4.864189
    0.039000    0.188041   -1.341570   -1.198547   -0.205522        4.675776       -2.827395    0.112561    0.001209    0.000000    4.864189
    0.039500    0.190409   -1.338655   -1.198168   -0.208112        4.675776       -2.827395    0.115453    0.001272    0.000000    4.864189
    0.040000    0.192775   -1.335742   -1.197785   -0.210700        4.675776       -2.827395    0.118380    0.001337    0.000000    4.864189
    0.040500    0.195139   -1.332829   -1.197397   -0.213287        4.675776       -2.827395    0.121344    0.001404    0.000000    4.864189
