           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000    0.000000   -1.570796   -0.993078    0.000000    -5607.118575     2823.251406    0.000000    0.000000    0.009666    5.614833
    0.009804    0.055020   -1.516128   -0.993163    0.003187    -5607.133019     2822.977826    0.009517    0.000007    0.009666    5.614833
    0.019608    0.109876   -1.461454   -0.993297    0.003700    -5607.180493     2822.710893    0.038041    0.000114    0.009666    5.614833
    0.029412    0.164403   -1.406771   -0.993443    0.004004    -5607.267433     2822.448476    0.085485    0.000575    0.009666    5.614833
    0.039216    0.218438   -1.352080   -0.993602    0.004347    -5607.401751     2822.188414    0.151709    0.001805    0.009666    5.614833
    0.049020    0.271821   -1.297381   -0.993777    0.004782    -5607.593550     2821.928494    0.236514    0.004367    0.009666    5.614833
    0.058824    0.324391   -1.242670   -0.993976    0.005340    -5607.855912     2821.666420    0.339646    0.008957    0.009666    5.614833
    0.068627    0.375990   -1.187949   -0.994203    0.006055    -5608.205929     2821.399773    0.460798    0.016381    0.009666    5.614833
    0.078431    0.426464   -1.133213   -0.994467    0.006973    -5608.666169     2821.125959    0.599606    0.027532    0.009666    5.614833
    0.088235    0.475662   -1.078462   -0.994781    0.008156    -5609.266743     2820.842135    0.755656    0.043361    0.009666    5.614833
    0.098039    0.523434   -1.023692   -0.995159    0.009692    -5610.048331     2820.545117    0.928479    0.064851    0.009666    5.614833
    0.107843    0.569639   -0.968899   -0.995621    0.011707    -5611.066659     2820.231259    1.117558    0.092983    0.009666    5.614833
    0.117647    0.614136   -0.914077   -0.996197    0.014382    -5612.399270     2819.896291    1.322327    0.128706    0.009666    5.614833
    0.127451    0.656790   -0.859220   -0.996925    0.017992    -5614.156001     2819.535104    1.542172    0.172908    0.009666    5.614833
    0.137255    0.697472   -0.804317   -0.997864    0.022951    -5616.495575     2819.141455    1.776431    0.226385    0.009666    5.614833
    0.147059    0.736057   -0.749355   -0.999098    0.029916    -5619.652640     2818.707561    2.024403    0.289814    0.009666    5.614833
    0.156863    0.772426   -0.694314   -1.000758    0.039944    -5623.983194     2818.223526    2.285340    0.363728    0.009666    5.614833
    0.166667    0.806465   -0.639165   -1.003047    0.054816    -5630.043624     2817.676536    2.558457    0.448495    0.009666    5.614833
    0.176471    0.838065   -0.583866   -1.006293    0.077644    -5638.733785     2817.049689    2.842928    0.544302    0.009666    5.614833
    0.186275    0.867120   -0.528350   -1.011057    0.114136    -5651.567911     2816.320341    3.137891    0.651140    0.009666    5.614833
    0.196078    0.893531   -0.472508   -1.018330    0.175334    -5671.214278     2815.457811    3.442449    0.768796    0.009666    5.614833
    0.205882    0.917192   -0.416158   -1.029974    0.283882    -5702.632115     2814.420619    3.755670    0.896852    0.009666    5.614833
    0.215686    0.937998   -0.358968   -1.049699    0.488734    -5755.608318     2813.154992    4.076584    1.034683    0.009666    5.614833
    0.225490    0.955823   -0.300306   -1.085274    0.896613    -5850.666274     2811.603684    4.404183    1.181459    0.009666    5.614833
    0.235294    0.970499   -0.238909   -1.152615    1.692972    -6032.266654     2809.769014    4.737408    1.336153    0.009666    5.614833
    0.245098    0.981768   -0.172407   -1.273141    2.701204    -6382.984028     2808.042496    5.075130    1.497517    0.009666    5.614833
    0.254902    0.989233   -0.098590   -1.389004    0.353547    -6852.994211     2808.640015    5.416104    1.664001    0.009666    5.614833
    0.264706    0.992608   -0.026530   -1.123557  -10.718167    -6196.394289     2817.603632    5.758951    1.833569    0.009666    5.614833
    0.274510    0.992714    0.015964   -0.407674  -12.216355    -3889.836940     2833.580011    6.102354    2.004030    0.009666    5.614833
    0.284314    0.991505    0.023716    0.054999   -4.676550    -2597.354812     2845.639878    6.445509    2.174218    0.009666    5.614833
    0.294118    0.990376    0.016190    0.180231   -0.479756    -2321.255828     2852.956881    6.788236    2.343987    0.009666    5.614833
    0.303922    0.989758    0.006464    0.160160    0.949525    -2416.637822     2858.021814    7.130658    2.513478    0.009666    5.614833
    0.313725    0.989615   -0.000684    0.096889    1.237905    -2614.881425     2862.342729    7.472953    2.682854    0.009666    5.614833
    0.323529    0.989766   -0.004202    0.032872    1.025954    -2808.093672     2866.702346    7.815254    2.852237    0.009666    5.614833
    0.333333    0.990021   -0.004654   -0.012420    0.591218    -2944.154130     2871.486499    8.157631    3.021693    0.009666    5.614833
    0.343137    0.990245   -0.003303   -0.032523    0.145239    -3005.266144     2876.794650    8.500093    3.191234    0.009666    5.614833
    0.352941    0.990376   -0.001463   -0.031586   -0.151028    -3004.603762     2882.511710    8.842618    3.360838    0.009666    5.614833
    0.362745    0.990414   -0.000025   -0.019763   -0.249383    -2973.197164     2888.425581    9.185171    3.530471    0.009666    5.614833
    0.372549    0.990392    0.000694   -0.006758   -0.206324    -2939.961431     2894.351033    9.527726    3.700105    0.009666    5.614833
    0.382353    0.990349    0.000798    0.002061   -0.110060    -2920.170728     2900.191170    9.870268    3.869727    0.009666    5.614833
    0.392157    0.990311    0.000564    0.005650   -0.023772    -2916.152578     2905.930271   10.212796    4.039335    0.009666    5.614833
    0.401961    0.990288    0.000247    0.005411    0.026843    -2923.305969     2911.597149   10.555314    4.208932    0.009666    5.614833
    0.411765    0.990282    0.000001    0.003375    0.042349    -2935.464743     2917.231479   10.897826    4.378524    0.009666    5.614833
    0.421569    0.990286   -0.000122    0.001168    0.035144    -2947.854766     2922.864303   11.240338    4.548116    0.009666    5.614833
    0.431373    0.990294   -0.000140   -0.000347    0.019156    -2958.018421     2928.511625   11.582853    4.717711    0.009666    5.614833
    0.441176    0.990300   -0.000100   -0.000982    0.004399    -2965.502719     2934.176366   11.925370    4.887307    0.009666    5.614833
    0.450980    0.990304   -0.000045   -0.000952   -0.004529    -2971.023903     2939.853847   12.267889    5.056906    0.009666    5.614833
    0.460784    0.990306   -0.000001   -0.000601   -0.007383    -2975.635639     2945.537226   12.610408    5.226506    0.009666    5.614833
    0.470588    0.990305    0.000021   -0.000214   -0.006199    -2980.187503     2951.220992   12.952928    5.396105    0.009666    5.614833
    0.480392    0.990304    0.000025    0.000055   -0.003423    -2985.125365     2956.902256   13.295447    5.565704    0.009666    5.614833
    0.490196    0.990302    0.000018    0.000169   -0.000834    -2990.535762     2962.580457   13.637966    5.735303    0.009666    5.614833
    0.500000    0.990302    0.000008    0.000167    0.000752    -2996.295621     2968.256391   13.980485    5.904902    0.009666    5.614833
    0.509804    0.990301    0.000000    0.000107    0.001280    -3002.220711     2973.931253   14.323004    6.074500    0.009666    5.614833
    0.519608    0.990302   -0.000004    0.000040    0.001097    -3008.161040     2979.606016   14.665522    6.244098    0.009666    5.614833
    0.529412    0.990302   -0.000004   -0.000009    0.000626    -3014.036463     2985.281201   15.008040    6.413696    0.009666    5.614833
    0.539216    0.990302   -0.000003   -0.000030    0.000182    -3019.830153     2990.956915   15.350559    6.583295    0.009666    5.614833
    0.549020    0.990302   -0.000001   -0.000032   -0.000083    -3025.563491     2996.633021   15.693078    6.752893    0.009666    5.614833
    0.558824    0.990302    0.000000   -0.000025   -0.000142    -3031.270802     3002.309296   16.035596    6.922492    0.009666    5.614833
    0.568627    0.990302    0.000002   -0.000020   -0.000032    -3036.983573     3007.985536   16.378115    7.092090    0.009666    5.614833
    0.578431    0.990302    0.000003   -0.000024    0.000222    -3042.726411     3013.661580   16.720634    7.261689    0.009666    5.614833
    0.588235    0.990302    0.000005   -0.000047    0.000658    -3048.523345     3019.337274   17.063152    7.431287    0.009666    5.614833
    0.598039    0.990301    0.000008   -0.000102    0.001444    -3054.413406     3025.012363   17.405671    7.600885    0.009666    5.614833
    0.607843    0.990301    0.000017   -0.000219    0.002978    -3060.478386     3030.686318   17.748189    7.770484    0.009666    5.614833
    0.617647    0.990299    0.000035   -0.000457    0.006095    -3066.893742     3036.357999   18.090707    7.940081    0.009666    5.614833
    0.627451    0.990297    0.000072   -0.000945    0.012498    -3074.028145     3042.025012   18.433224    8.109679    0.009666    5.614833
    0.637255    0.990291    0.000148   -0.001946    0.025650    -3082.644411     3047.682398   18.775740    8.279274    0.009666    5.614833
    0.647059    0.990279    0.000305   -0.003998    0.052529    -3094.306344     3053.319964   19.118253    8.448867    0.009666    5.614833
    0.656863    0.990254    0.000627   -0.008190    0.106968    -3112.189766     3058.916897   19.460760    8.618454    0.009666    5.614833
    0.666667    0.990204    0.001284   -0.016676    0.215343    -3142.639955     3064.431165   19.803255    8.788028    0.009666    5.614833
    0.676471    0.990101    0.002615   -0.033570    0.423998    -3197.926686     3069.779609   20.145723    8.957577    0.009666    5.614833
    0.686275    0.989892    0.005265   -0.066134    0.800669    -3300.231582     3074.804452   20.488141    9.127074    0.009666    5.614833
    0.696078    0.989476    0.010384   -0.125344    1.403340    -3484.364482     3079.230156   20.830454    9.296464    0.009666    5.614833
    0.705882    0.988671    0.019773   -0.222875    2.177306    -3789.828510     3082.647932   21.172562    9.465638    0.009666    5.614833
